Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
BOOKKEEPER;5;0.84;0.45;0.46;Naive Bayes;no feature selection;sensitive learning;Smote;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.82;0.49;0.10;Naive Bayes;no feature selection;sensitive learning;Smote;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.85;0.43;0.08;Naive Bayes;no feature selection;sensitive learning;Smote;3.00;0.00;640.00;50.00;1.00;0.06;0.89;0.10
BOOKKEEPER;8;0.89;0.48;0.09;Naive Bayes;no feature selection;sensitive learning;Smote;14.00;6.00;624.00;52.00;0.70;0.21;0.86;0.29
BOOKKEEPER;9;0.95;0.45;0.09;Naive Bayes;no feature selection;sensitive learning;Smote;11.00;18.00;290.00;18.00;0.38;0.38;0.85;0.32
MEAN;;;;;;;;53.56;53.56;346.33;45.78;0.61;0.43;0.72;0.32
;
BOOKKEEPER;1;0.44;0.30;0.22;Naive Bayes;Best First;no sensitive;no resample;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.55;0.26;0.18;Naive Bayes;Best First;no sensitive;no resample;22.00;22.00;340.00;55.00;0.50;0.29;0.81;0.27
BOOKKEEPER;3;0.69;0.22;0.27;Naive Bayes;Best First;no sensitive;no resample;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.76;0.24;0.46;Naive Bayes;Best First;no sensitive;no resample;127.00;5.00;236.00;78.00;0.96;0.62;0.88;0.62
BOOKKEEPER;5;0.81;0.29;0.46;Naive Bayes;Best First;no sensitive;no resample;189.00;3.00;241.00;19.00;0.98;0.91;0.96;0.90
BOOKKEEPER;6;0.77;0.32;0.10;Naive Bayes;Best First;no sensitive;no resample;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.81;0.27;0.08;Naive Bayes;Best First;no sensitive;no resample;0.00;0.00;640.00;53.00;0.00;0.00;0.00;0.00
BOOKKEEPER;8;0.84;0.24;0.09;Naive Bayes;Best First;no sensitive;no resample;2.00;1.00;629.00;64.00;0.67;0.03;0.84;0.05
BOOKKEEPER;9;0.93;0.21;0.09;Naive Bayes;Best First;no sensitive;no resample;0.00;5.00;303.00;29.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;44.44;43.33;356.56;54.89;0.36;0.30;0.46;0.21
;
BOOKKEEPER;1;0.44;0.30;0.22;Naive Bayes;Best First;threshold;no resample;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.55;0.26;0.18;Naive Bayes;Best First;threshold;no resample;22.00;22.00;340.00;55.00;0.50;0.29;0.61;0.27
BOOKKEEPER;3;0.69;0.22;0.27;Naive Bayes;Best First;threshold;no resample;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.76;0.24;0.46;Naive Bayes;Best First;threshold;no resample;127.00;5.00;236.00;78.00;0.96;0.62;0.80;0.62
BOOKKEEPER;5;0.81;0.29;0.46;Naive Bayes;Best First;threshold;no resample;189.00;3.00;241.00;19.00;0.98;0.91;0.95;0.90
BOOKKEEPER;6;0.77;0.32;0.10;Naive Bayes;Best First;threshold;no resample;60.00;354.00;263.00;12.00;0.14;0.83;0.63;0.08
BOOKKEEPER;7;0.81;0.27;0.08;Naive Bayes;Best First;threshold;no resample;0.00;0.00;640.00;53.00;0.00;0.00;0.00;0.00
BOOKKEEPER;8;0.84;0.24;0.09;Naive Bayes;Best First;threshold;no resample;2.00;1.00;629.00;64.00;0.67;0.03;0.51;0.05
BOOKKEEPER;9;0.93;0.21;0.09;Naive Bayes;Best First;threshold;no resample;0.00;5.00;303.00;29.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;44.44;43.33;356.56;54.89;0.36;0.30;0.39;0.21
;
BOOKKEEPER;1;0.44;0.30;0.22;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.55;0.26;0.18;Naive Bayes;Best First;sensitive learning;no resample;22.00;22.00;340.00;55.00;0.50;0.29;0.81;0.27
BOOKKEEPER;3;0.69;0.22;0.27;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.76;0.24;0.46;Naive Bayes;Best First;sensitive learning;no resample;127.00;5.00;236.00;78.00;0.96;0.62;0.88;0.62
BOOKKEEPER;5;0.81;0.29;0.46;Naive Bayes;Best First;sensitive learning;no resample;189.00;3.00;241.00;19.00;0.98;0.91;0.96;0.90
BOOKKEEPER;6;0.77;0.32;0.10;Naive Bayes;Best First;sensitive learning;no resample;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.81;0.27;0.08;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;640.00;53.00;0.00;0.00;0.00;0.00
BOOKKEEPER;8;0.84;0.24;0.09;Naive Bayes;Best First;sensitive learning;no resample;2.00;1.00;629.00;64.00;0.67;0.03;0.84;0.05
BOOKKEEPER;9;0.93;0.21;0.09;Naive Bayes;Best First;sensitive learning;no resample;0.00;5.00;303.00;29.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;44.44;43.33;356.56;54.89;0.36;0.30;0.46;0.21
;
BOOKKEEPER;1;0.53;0.50;0.22;Naive Bayes;Best First;no sensitive;Oversampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.65;0.50;0.18;Naive Bayes;Best First;no sensitive;Oversampling;0.00;1.00;361.00;77.00;0.00;0.00;0.00;0.00
BOOKKEEPER;3;0.78;0.50;0.27;Naive Bayes;Best First;no sensitive;Oversampling;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.83;0.50;0.46;Naive Bayes;Best First;no sensitive;Oversampling;129.00;5.00;236.00;76.00;0.96;0.63;0.89;0.62
BOOKKEEPER;5;0.85;0.50;0.46;Naive Bayes;Best First;no sensitive;Oversampling;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.82;0.50;0.10;Naive Bayes;Best First;no sensitive;Oversampling;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.86;0.50;0.08;Naive Bayes;Best First;no sensitive;Oversampling;2.00;0.00;640.00;51.00;1.00;0.04;0.90;0.07
BOOKKEEPER;8;0.89;0.50;0.09;Naive Bayes;Best First;no sensitive;Oversampling;6.00;4.00;626.00;60.00;0.60;0.09;0.85;0.14
BOOKKEEPER;9;0.95;0.50;0.09;Naive Bayes;Best First;no sensitive;Oversampling;1.00;5.00;303.00;28.00;0.17;0.03;0.77;0.03
MEAN;;;;;;;;43.00;41.33;358.56;56.33;0.43;0.28;0.56;0.20
;
BOOKKEEPER;1;0.53;0.50;0.22;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.65;0.50;0.18;Naive Bayes;Best First;threshold;Oversampling;0.00;1.00;361.00;77.00;0.00;0.00;0.00;0.00
BOOKKEEPER;3;0.78;0.50;0.27;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.83;0.50;0.46;Naive Bayes;Best First;threshold;Oversampling;129.00;5.00;236.00;76.00;0.96;0.63;0.80;0.62
BOOKKEEPER;5;0.85;0.50;0.46;Naive Bayes;Best First;threshold;Oversampling;189.00;3.00;241.00;19.00;0.98;0.91;0.95;0.90
BOOKKEEPER;6;0.82;0.50;0.10;Naive Bayes;Best First;threshold;Oversampling;60.00;354.00;263.00;12.00;0.14;0.83;0.63;0.08
BOOKKEEPER;7;0.86;0.50;0.08;Naive Bayes;Best First;threshold;Oversampling;2.00;0.00;640.00;51.00;1.00;0.04;0.52;0.07
BOOKKEEPER;8;0.89;0.50;0.09;Naive Bayes;Best First;threshold;Oversampling;6.00;4.00;626.00;60.00;0.60;0.09;0.54;0.14
BOOKKEEPER;9;0.95;0.50;0.09;Naive Bayes;Best First;threshold;Oversampling;1.00;5.00;303.00;28.00;0.17;0.03;0.51;0.03
MEAN;;;;;;;;43.00;41.33;358.56;56.33;0.43;0.28;0.44;0.20
;
BOOKKEEPER;1;0.53;0.50;0.22;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.65;0.50;0.18;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;1.00;361.00;77.00;0.00;0.00;0.00;0.00
BOOKKEEPER;3;0.78;0.50;0.27;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.83;0.50;0.46;Naive Bayes;Best First;sensitive learning;Oversampling;129.00;5.00;236.00;76.00;0.96;0.63;0.89;0.62
BOOKKEEPER;5;0.85;0.50;0.46;Naive Bayes;Best First;sensitive learning;Oversampling;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.82;0.50;0.10;Naive Bayes;Best First;sensitive learning;Oversampling;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.86;0.50;0.08;Naive Bayes;Best First;sensitive learning;Oversampling;2.00;0.00;640.00;51.00;1.00;0.04;0.90;0.07
BOOKKEEPER;8;0.89;0.50;0.09;Naive Bayes;Best First;sensitive learning;Oversampling;6.00;4.00;626.00;60.00;0.60;0.09;0.85;0.14
BOOKKEEPER;9;0.95;0.50;0.09;Naive Bayes;Best First;sensitive learning;Oversampling;1.00;5.00;303.00;28.00;0.17;0.03;0.77;0.03
MEAN;;;;;;;;43.00;41.33;358.56;56.33;0.43;0.28;0.56;0.20
;
BOOKKEEPER;1;0.33;0.50;0.22;Naive Bayes;Best First;no sensitive;Undersampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.39;0.50;0.18;Naive Bayes;Best First;no sensitive;Undersampling;37.00;41.00;321.00;40.00;0.47;0.48;0.73;0.37
BOOKKEEPER;3;0.50;0.50;0.27;Naive Bayes;Best First;no sensitive;Undersampling;0.00;1.00;321.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.60;0.50;0.46;Naive Bayes;Best First;no sensitive;Undersampling;127.00;5.00;236.00;78.00;0.96;0.62;0.88;0.62
BOOKKEEPER;5;0.70;0.50;0.46;Naive Bayes;Best First;no sensitive;Undersampling;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.68;0.50;0.10;Naive Bayes;Best First;no sensitive;Undersampling;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.70;0.50;0.08;Naive Bayes;Best First;no sensitive;Undersampling;1.00;0.00;640.00;52.00;1.00;0.02;0.89;0.03
BOOKKEEPER;8;0.71;0.50;0.09;Naive Bayes;Best First;no sensitive;Undersampling;8.00;3.00;627.00;58.00;0.73;0.12;0.85;0.19
BOOKKEEPER;9;0.85;0.50;0.09;Naive Bayes;Best First;no sensitive;Undersampling;4.00;10.00;298.00;25.00;0.29;0.14;0.81;0.14
MEAN;;;;;;;;47.33;46.33;353.56;52.00;0.51;0.35;0.64;0.26
;
BOOKKEEPER;1;0.33;0.50;0.22;Naive Bayes;Best First;threshold;Undersampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.39;0.50;0.18;Naive Bayes;Best First;threshold;Undersampling;37.00;41.00;321.00;40.00;0.47;0.48;0.68;0.37
BOOKKEEPER;3;0.50;0.50;0.27;Naive Bayes;Best First;threshold;Undersampling;0.00;1.00;321.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.60;0.50;0.46;Naive Bayes;Best First;threshold;Undersampling;127.00;5.00;236.00;78.00;0.96;0.62;0.80;0.62
BOOKKEEPER;5;0.70;0.50;0.46;Naive Bayes;Best First;threshold;Undersampling;189.00;3.00;241.00;19.00;0.98;0.91;0.95;0.90
BOOKKEEPER;6;0.68;0.50;0.10;Naive Bayes;Best First;threshold;Undersampling;60.00;354.00;263.00;12.00;0.14;0.83;0.63;0.08
BOOKKEEPER;7;0.70;0.50;0.08;Naive Bayes;Best First;threshold;Undersampling;1.00;0.00;640.00;52.00;1.00;0.02;0.51;0.03
BOOKKEEPER;8;0.71;0.50;0.09;Naive Bayes;Best First;threshold;Undersampling;8.00;3.00;627.00;58.00;0.73;0.12;0.56;0.19
BOOKKEEPER;9;0.85;0.50;0.09;Naive Bayes;Best First;threshold;Undersampling;4.00;10.00;298.00;25.00;0.29;0.14;0.55;0.14
MEAN;;;;;;;;47.33;46.33;353.56;52.00;0.51;0.35;0.52;0.26
;
BOOKKEEPER;1;0.33;0.50;0.22;Naive Bayes;Best First;sensitive learning;Undersampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.39;0.50;0.18;Naive Bayes;Best First;sensitive learning;Undersampling;37.00;41.00;321.00;40.00;0.47;0.48;0.73;0.37
BOOKKEEPER;3;0.50;0.50;0.27;Naive Bayes;Best First;sensitive learning;Undersampling;0.00;1.00;321.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.60;0.50;0.46;Naive Bayes;Best First;sensitive learning;Undersampling;127.00;5.00;236.00;78.00;0.96;0.62;0.88;0.62
BOOKKEEPER;5;0.70;0.50;0.46;Naive Bayes;Best First;sensitive learning;Undersampling;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.68;0.50;0.10;Naive Bayes;Best First;sensitive learning;Undersampling;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.70;0.50;0.08;Naive Bayes;Best First;sensitive learning;Undersampling;1.00;0.00;640.00;52.00;1.00;0.02;0.89;0.03
BOOKKEEPER;8;0.71;0.50;0.09;Naive Bayes;Best First;sensitive learning;Undersampling;8.00;3.00;627.00;58.00;0.73;0.12;0.85;0.19
BOOKKEEPER;9;0.85;0.50;0.09;Naive Bayes;Best First;sensitive learning;Undersampling;4.00;10.00;298.00;25.00;0.29;0.14;0.81;0.14
MEAN;;;;;;;;47.33;46.33;353.56;52.00;0.51;0.35;0.64;0.26
;
BOOKKEEPER;1;0.51;0.47;0.22;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.61;0.41;0.18;Naive Bayes;Best First;no sensitive;Smote;24.00;33.00;329.00;53.00;0.42;0.31;0.68;0.25
BOOKKEEPER;3;0.76;0.46;0.27;Naive Bayes;Best First;no sensitive;Smote;2.00;0.00;322.00;116.00;1.00;0.02;0.88;0.02
BOOKKEEPER;4;0.82;0.48;0.46;Naive Bayes;Best First;no sensitive;Smote;15.00;0.00;241.00;190.00;1.00;0.07;0.82;0.08
BOOKKEEPER;5;0.84;0.45;0.46;Naive Bayes;Best First;no sensitive;Smote;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.82;0.49;0.10;Naive Bayes;Best First;no sensitive;Smote;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.85;0.43;0.08;Naive Bayes;Best First;no sensitive;Smote;4.00;0.00;640.00;49.00;1.00;0.08;0.88;0.13
BOOKKEEPER;8;0.89;0.48;0.09;Naive Bayes;Best First;no sensitive;Smote;2.00;3.00;627.00;64.00;0.40;0.03;0.81;0.04
BOOKKEEPER;9;0.95;0.45;0.09;Naive Bayes;Best First;no sensitive;Smote;4.00;13.00;295.00;25.00;0.24;0.14;0.85;0.12
MEAN;;;;;;;;33.33;45.11;354.78;66.00;0.58;0.27;0.73;0.18
;
BOOKKEEPER;1;0.51;0.47;0.22;Naive Bayes;Best First;threshold;Smote;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.61;0.41;0.18;Naive Bayes;Best First;threshold;Smote;24.00;33.00;329.00;53.00;0.42;0.31;0.61;0.25
BOOKKEEPER;3;0.76;0.46;0.27;Naive Bayes;Best First;threshold;Smote;2.00;0.00;322.00;116.00;1.00;0.02;0.51;0.02
BOOKKEEPER;4;0.82;0.48;0.46;Naive Bayes;Best First;threshold;Smote;15.00;0.00;241.00;190.00;1.00;0.07;0.54;0.08
BOOKKEEPER;5;0.84;0.45;0.46;Naive Bayes;Best First;threshold;Smote;189.00;3.00;241.00;19.00;0.98;0.91;0.95;0.90
BOOKKEEPER;6;0.82;0.49;0.10;Naive Bayes;Best First;threshold;Smote;60.00;354.00;263.00;12.00;0.14;0.83;0.63;0.08
BOOKKEEPER;7;0.85;0.43;0.08;Naive Bayes;Best First;threshold;Smote;4.00;0.00;640.00;49.00;1.00;0.08;0.54;0.13
BOOKKEEPER;8;0.89;0.48;0.09;Naive Bayes;Best First;threshold;Smote;2.00;3.00;627.00;64.00;0.40;0.03;0.51;0.04
BOOKKEEPER;9;0.95;0.45;0.09;Naive Bayes;Best First;threshold;Smote;4.00;13.00;295.00;25.00;0.24;0.14;0.55;0.12
MEAN;;;;;;;;33.33;45.11;354.78;66.00;0.58;0.27;0.54;0.18
;
BOOKKEEPER;1;0.51;0.47;0.22;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.61;0.41;0.18;Naive Bayes;Best First;sensitive learning;Smote;24.00;33.00;329.00;53.00;0.42;0.31;0.68;0.25
BOOKKEEPER;3;0.76;0.46;0.27;Naive Bayes;Best First;sensitive learning;Smote;2.00;0.00;322.00;116.00;1.00;0.02;0.88;0.02
BOOKKEEPER;4;0.82;0.48;0.46;Naive Bayes;Best First;sensitive learning;Smote;15.00;0.00;241.00;190.00;1.00;0.07;0.82;0.08
BOOKKEEPER;5;0.84;0.45;0.46;Naive Bayes;Best First;sensitive learning;Smote;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.82;0.49;0.10;Naive Bayes;Best First;sensitive learning;Smote;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.85;0.43;0.08;Naive Bayes;Best First;sensitive learning;Smote;4.00;0.00;640.00;49.00;1.00;0.08;0.88;0.13
BOOKKEEPER;8;0.89;0.48;0.09;Naive Bayes;Best First;sensitive learning;Smote;2.00;3.00;627.00;64.00;0.40;0.03;0.81;0.04
BOOKKEEPER;9;0.95;0.45;0.09;Naive Bayes;Best First;sensitive learning;Smote;4.00;13.00;295.00;25.00;0.24;0.14;0.85;0.12
MEAN;;;;;;;;33.33;45.11;354.78;66.00;0.58;0.27;0.73;0.18
;
BOOKKEEPER;1;0.44;0.30;0.22;IBk;no feature selection;no sensitive;no resample;28.00;29.00;206.00;38.00;0.49;0.42;0.69;0.32
BOOKKEEPER;2;0.55;0.26;0.18;IBk;no feature selection;no sensitive;no resample;38.00;83.00;279.00;39.00;0.31;0.49;0.67;0.22
BOOKKEEPER;3;0.69;0.22;0.27;IBk;no feature selection;no sensitive;no resample;16.00;14.00;308.00;102.00;0.53;0.14;0.66;0.12
BOOKKEEPER;4;0.76;0.24;0.46;IBk;no feature selection;no sensitive;no resample;139.00;31.00;210.00;66.00;0.82;0.68;0.80;0.56
BOOKKEEPER;5;0.81;0.29;0.46;IBk;no feature selection;no sensitive;no resample;200.00;30.00;214.00;8.00;0.87;0.96;0.93;0.83
BOOKKEEPER;6;0.77;0.32;0.10;IBk;no feature selection;no sensitive;no resample;62.00;363.00;254.00;10.00;0.15;0.86;0.64;0.09
BOOKKEEPER;7;0.81;0.27;0.08;IBk;no feature selection;no sensitive;no resample;4.00;44.00;596.00;49.00;0.08;0.08;0.59;0.01
BOOKKEEPER;8;0.84;0.24;0.09;IBk;no feature selection;no sensitive;no resample;54.00;263.00;367.00;12.00;0.17;0.82;0.71;0.15
BOOKKEEPER;9;0.93;0.21;0.09;IBk;no feature selection;no sensitive;no resample;15.00;43.00;265.00;14.00;0.26;0.52;0.70;0.26
MEAN;;;;;;;;61.78;100.00;299.89;37.56;0.41;0.55;0.71;0.28
;
BOOKKEEPER;1;0.44;0.30;0.22;IBk;no feature selection;threshold;no resample;28.00;29.00;206.00;38.00;0.49;0.42;0.65;0.32
BOOKKEEPER;2;0.55;0.26;0.18;IBk;no feature selection;threshold;no resample;38.00;83.00;279.00;39.00;0.31;0.49;0.63;0.22
BOOKKEEPER;3;0.69;0.22;0.27;IBk;no feature selection;threshold;no resample;16.00;14.00;308.00;102.00;0.53;0.14;0.55;0.12
BOOKKEEPER;4;0.76;0.24;0.46;IBk;no feature selection;threshold;no resample;139.00;31.00;210.00;66.00;0.82;0.68;0.77;0.56
BOOKKEEPER;5;0.81;0.29;0.46;IBk;no feature selection;threshold;no resample;200.00;30.00;214.00;8.00;0.87;0.96;0.92;0.83
BOOKKEEPER;6;0.77;0.32;0.10;IBk;no feature selection;threshold;no resample;62.00;363.00;254.00;10.00;0.15;0.86;0.64;0.09
BOOKKEEPER;7;0.81;0.27;0.08;IBk;no feature selection;threshold;no resample;4.00;44.00;596.00;49.00;0.08;0.08;0.50;0.01
BOOKKEEPER;8;0.84;0.24;0.09;IBk;no feature selection;threshold;no resample;54.00;263.00;367.00;12.00;0.17;0.82;0.70;0.15
BOOKKEEPER;9;0.93;0.21;0.09;IBk;no feature selection;threshold;no resample;15.00;43.00;265.00;14.00;0.26;0.52;0.69;0.26
MEAN;;;;;;;;61.78;100.00;299.89;37.56;0.41;0.55;0.67;0.28
;
BOOKKEEPER;1;0.44;0.30;0.22;IBk;no feature selection;sensitive learning;no resample;28.00;29.00;206.00;38.00;0.49;0.42;0.69;0.32
BOOKKEEPER;2;0.55;0.26;0.18;IBk;no feature selection;sensitive learning;no resample;38.00;83.00;279.00;39.00;0.31;0.49;0.67;0.22
BOOKKEEPER;3;0.69;0.22;0.27;IBk;no feature selection;sensitive learning;no resample;16.00;14.00;308.00;102.00;0.53;0.14;0.66;0.12
BOOKKEEPER;4;0.76;0.24;0.46;IBk;no feature selection;sensitive learning;no resample;139.00;31.00;210.00;66.00;0.82;0.68;0.80;0.56
BOOKKEEPER;5;0.81;0.29;0.46;IBk;no feature selection;sensitive learning;no resample;200.00;30.00;214.00;8.00;0.87;0.96;0.93;0.83
BOOKKEEPER;6;0.77;0.32;0.10;IBk;no feature selection;sensitive learning;no resample;62.00;363.00;254.00;10.00;0.15;0.86;0.64;0.09
BOOKKEEPER;7;0.81;0.27;0.08;IBk;no feature selection;sensitive learning;no resample;4.00;44.00;596.00;49.00;0.08;0.08;0.59;0.01
BOOKKEEPER;8;0.84;0.24;0.09;IBk;no feature selection;sensitive learning;no resample;54.00;263.00;367.00;12.00;0.17;0.82;0.71;0.15
BOOKKEEPER;9;0.93;0.21;0.09;IBk;no feature selection;sensitive learning;no resample;15.00;43.00;265.00;14.00;0.26;0.52;0.70;0.26
MEAN;;;;;;;;61.78;100.00;299.89;37.56;0.41;0.55;0.71;0.28
;
BOOKKEEPER;1;0.53;0.50;0.22;IBk;no feature selection;no sensitive;Oversampling;29.00;44.00;191.00;37.00;0.40;0.44;0.64;0.24
BOOKKEEPER;2;0.65;0.50;0.18;IBk;no feature selection;no sensitive;Oversampling;41.00;101.00;261.00;36.00;0.29;0.53;0.67;0.19
BOOKKEEPER;3;0.78;0.50;0.27;IBk;no feature selection;no sensitive;Oversampling;16.00;27.00;295.00;102.00;0.37;0.14;0.60;0.06
BOOKKEEPER;4;0.83;0.50;0.46;IBk;no feature selection;no sensitive;Oversampling;144.00;38.00;203.00;61.00;0.79;0.70;0.82;0.55
BOOKKEEPER;5;0.85;0.50;0.46;IBk;no feature selection;no sensitive;Oversampling;199.00;43.00;201.00;9.00;0.82;0.96;0.87;0.77
BOOKKEEPER;6;0.82;0.50;0.10;IBk;no feature selection;no sensitive;Oversampling;63.00;369.00;248.00;9.00;0.15;0.88;0.62;0.09
BOOKKEEPER;7;0.86;0.50;0.08;IBk;no feature selection;no sensitive;Oversampling;5.00;46.00;594.00;48.00;0.10;0.09;0.55;0.02
BOOKKEEPER;8;0.89;0.50;0.09;IBk;no feature selection;no sensitive;Oversampling;59.00;330.00;300.00;7.00;0.15;0.89;0.61;0.12
BOOKKEEPER;9;0.95;0.50;0.09;IBk;no feature selection;no sensitive;Oversampling;16.00;48.00;260.00;13.00;0.25;0.55;0.65;0.26
MEAN;;;;;;;;63.56;116.22;283.67;35.78;0.37;0.58;0.67;0.26
;
BOOKKEEPER;1;0.53;0.50;0.22;IBk;no feature selection;threshold;Oversampling;29.00;44.00;191.00;37.00;0.40;0.44;0.63;0.24
BOOKKEEPER;2;0.65;0.50;0.18;IBk;no feature selection;threshold;Oversampling;41.00;101.00;261.00;36.00;0.29;0.53;0.63;0.19
BOOKKEEPER;3;0.78;0.50;0.27;IBk;no feature selection;threshold;Oversampling;16.00;27.00;295.00;102.00;0.37;0.14;0.53;0.06
BOOKKEEPER;4;0.83;0.50;0.46;IBk;no feature selection;threshold;Oversampling;144.00;38.00;203.00;61.00;0.79;0.70;0.77;0.55
BOOKKEEPER;5;0.85;0.50;0.46;IBk;no feature selection;threshold;Oversampling;199.00;43.00;201.00;9.00;0.82;0.96;0.89;0.77
BOOKKEEPER;6;0.82;0.50;0.10;IBk;no feature selection;threshold;Oversampling;63.00;369.00;248.00;9.00;0.15;0.88;0.64;0.09
BOOKKEEPER;7;0.86;0.50;0.08;IBk;no feature selection;threshold;Oversampling;5.00;46.00;594.00;48.00;0.10;0.09;0.51;0.02
BOOKKEEPER;8;0.89;0.50;0.09;IBk;no feature selection;threshold;Oversampling;59.00;330.00;300.00;7.00;0.15;0.89;0.69;0.12
BOOKKEEPER;9;0.95;0.50;0.09;IBk;no feature selection;threshold;Oversampling;16.00;48.00;260.00;13.00;0.25;0.55;0.70;0.26
MEAN;;;;;;;;63.56;116.22;283.67;35.78;0.37;0.58;0.66;0.26
;
BOOKKEEPER;1;0.53;0.50;0.22;IBk;no feature selection;sensitive learning;Oversampling;29.00;44.00;191.00;37.00;0.40;0.44;0.64;0.24
BOOKKEEPER;2;0.65;0.50;0.18;IBk;no feature selection;sensitive learning;Oversampling;41.00;101.00;261.00;36.00;0.29;0.53;0.67;0.19
BOOKKEEPER;3;0.78;0.50;0.27;IBk;no feature selection;sensitive learning;Oversampling;16.00;27.00;295.00;102.00;0.37;0.14;0.60;0.06
BOOKKEEPER;4;0.83;0.50;0.46;IBk;no feature selection;sensitive learning;Oversampling;144.00;38.00;203.00;61.00;0.79;0.70;0.82;0.55
BOOKKEEPER;5;0.85;0.50;0.46;IBk;no feature selection;sensitive learning;Oversampling;199.00;43.00;201.00;9.00;0.82;0.96;0.87;0.77
BOOKKEEPER;6;0.82;0.50;0.10;IBk;no feature selection;sensitive learning;Oversampling;63.00;369.00;248.00;9.00;0.15;0.88;0.62;0.09
BOOKKEEPER;7;0.86;0.50;0.08;IBk;no feature selection;sensitive learning;Oversampling;5.00;46.00;594.00;48.00;0.10;0.09;0.55;0.02
BOOKKEEPER;8;0.89;0.50;0.09;IBk;no feature selection;sensitive learning;Oversampling;59.00;330.00;300.00;7.00;0.15;0.89;0.61;0.12
BOOKKEEPER;9;0.95;0.50;0.09;IBk;no feature selection;sensitive learning;Oversampling;16.00;48.00;260.00;13.00;0.25;0.55;0.65;0.26
MEAN;;;;;;;;63.56;116.22;283.67;35.78;0.37;0.58;0.67;0.26
