Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
SYNCOPE;22;0.96;0.50;0.99;Random Forest;no feature selection;sensitive learning;Oversampling;0.00;0.00;13.00;889.00;0.00;0.00;0.00;0.00
SYNCOPE;23;0.96;0.50;0.99;Random Forest;no feature selection;sensitive learning;Oversampling;889.00;0.00;5.00;10.00;1.00;0.99;1.00;0.50
SYNCOPE;24;0.96;0.50;1.00;Random Forest;no feature selection;sensitive learning;Oversampling;906.00;1.00;3.00;1.00;1.00;1.00;1.00;0.75
SYNCOPE;25;0.96;0.50;0.03;Random Forest;no feature selection;sensitive learning;Oversampling;21.00;887.00;2.00;2.00;0.02;0.91;0.37;-0.00
SYNCOPE;26;0.94;0.50;0.01;Random Forest;no feature selection;sensitive learning;Oversampling;1.00;205.00;1220.00;12.00;0.00;0.08;0.56;-0.01
SYNCOPE;27;0.94;0.50;0.01;Random Forest;no feature selection;sensitive learning;Oversampling;0.00;3.00;1566.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;Random Forest;no feature selection;sensitive learning;Oversampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;Random Forest;no feature selection;sensitive learning;Oversampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.50;0.01;Random Forest;no feature selection;sensitive learning;Oversampling;7.00;404.00;1333.00;7.00;0.02;0.50;0.77;0.02
MEAN;;;;;;;;;125.43;95.10;539.93;112.47;0.38;0.36;0.54;0.18
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;Random Forest;no feature selection;no sensitive;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;Random Forest;no feature selection;no sensitive;Undersampling;2.00;117.00;430.00;0.00;0.02;1.00;0.91;0.03
SYNCOPE;3;0.02;0.50;0.00;Random Forest;no feature selection;no sensitive;Undersampling;2.00;63.00;485.00;0.00;0.03;1.00;0.96;0.05
SYNCOPE;4;0.03;0.50;0.01;Random Forest;no feature selection;no sensitive;Undersampling;5.00;143.00;402.00;0.00;0.03;1.00;0.94;0.05
SYNCOPE;5;0.04;0.50;0.13;Random Forest;no feature selection;no sensitive;Undersampling;60.00;149.00;331.00;12.00;0.29;0.83;0.80;0.29
SYNCOPE;6;0.23;0.50;0.07;Random Forest;no feature selection;no sensitive;Undersampling;37.00;279.00;241.00;2.00;0.12;0.95;0.81;0.10
SYNCOPE;7;0.31;0.50;0.07;Random Forest;no feature selection;no sensitive;Undersampling;39.00;269.00;251.00;0.00;0.13;1.00;0.88;0.12
SYNCOPE;8;0.31;0.50;0.04;Random Forest;no feature selection;no sensitive;Undersampling;2.00;0.00;708.00;25.00;1.00;0.07;0.67;0.13
SYNCOPE;9;0.41;0.50;0.05;Random Forest;no feature selection;no sensitive;Undersampling;15.00;47.00;485.00;11.00;0.24;0.58;0.88;0.29
SYNCOPE;10;0.37;0.50;0.04;Random Forest;no feature selection;no sensitive;Undersampling;17.00;147.00;559.00;13.00;0.10;0.57;0.75;0.11
SYNCOPE;11;0.40;0.50;0.04;Random Forest;no feature selection;no sensitive;Undersampling;4.00;72.00;640.00;23.00;0.05;0.15;0.76;0.03
SYNCOPE;12;0.42;0.50;0.48;Random Forest;no feature selection;no sensitive;Undersampling;136.00;48.00;341.00;218.00;0.74;0.38;0.68;0.27
SYNCOPE;13;0.63;0.50;0.62;Random Forest;no feature selection;no sensitive;Undersampling;352.00;166.00;117.00;113.00;0.68;0.76;0.48;0.18
SYNCOPE;14;0.74;0.50;0.70;Random Forest;no feature selection;no sensitive;Undersampling;506.00;138.00;89.00;28.00;0.79;0.95;0.77;0.39
SYNCOPE;15;0.81;0.50;0.04;Random Forest;no feature selection;no sensitive;Undersampling;32.00;612.00;117.00;0.00;0.05;1.00;0.81;0.02
SYNCOPE;16;0.86;0.50;0.03;Random Forest;no feature selection;no sensitive;Undersampling;7.00;30.00;515.00;8.00;0.19;0.47;0.89;0.24
SYNCOPE;17;0.81;0.50;0.72;Random Forest;no feature selection;no sensitive;Undersampling;25.00;2.00;212.00;524.00;0.93;0.05;0.70;0.02
SYNCOPE;18;0.85;0.50;0.62;Random Forest;no feature selection;no sensitive;Undersampling;47.00;104.00;189.00;423.00;0.31;0.10;0.43;-0.21
SYNCOPE;19;0.86;0.50;0.81;Random Forest;no feature selection;no sensitive;Undersampling;512.00;33.00;136.00;192.00;0.94;0.73;0.87;0.39
SYNCOPE;20;0.88;0.50;0.82;Random Forest;no feature selection;no sensitive;Undersampling;712.00;38.00;127.00;16.00;0.95;0.98;0.92;0.79
SYNCOPE;21;0.90;0.50;0.13;Random Forest;no feature selection;no sensitive;Undersampling;94.00;666.00;114.00;25.00;0.12;0.79;0.51;-0.02
SYNCOPE;22;0.90;0.50;0.99;Random Forest;no feature selection;no sensitive;Undersampling;88.00;11.00;2.00;801.00;0.89;0.10;0.05;-0.02
SYNCOPE;23;0.92;0.50;0.99;Random Forest;no feature selection;no sensitive;Undersampling;891.00;0.00;5.00;8.00;1.00;0.99;1.00;0.55
SYNCOPE;24;0.93;0.50;1.00;Random Forest;no feature selection;no sensitive;Undersampling;906.00;2.00;2.00;1.00;1.00;1.00;1.00;0.57
SYNCOPE;25;0.94;0.50;0.03;Random Forest;no feature selection;no sensitive;Undersampling;21.00;887.00;2.00;2.00;0.02;0.91;0.34;-0.00
SYNCOPE;26;0.91;0.50;0.01;Random Forest;no feature selection;no sensitive;Undersampling;6.00;516.00;909.00;7.00;0.01;0.46;0.62;0.00
SYNCOPE;27;0.90;0.50;0.01;Random Forest;no feature selection;no sensitive;Undersampling;0.00;58.00;1511.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.89;0.50;0.01;Random Forest;no feature selection;no sensitive;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;Random Forest;no feature selection;no sensitive;Undersampling;1.00;1.00;1592.00;117.00;0.50;0.01;0.72;0.01
SYNCOPE;30;0.89;0.50;0.01;Random Forest;no feature selection;no sensitive;Undersampling;13.00;1223.00;514.00;1.00;0.01;0.93;0.71;0.01
MEAN;;;;;;;;;151.07;194.03;441.00;86.83;0.37;0.59;0.66;0.15
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.02;0.50;0.00;Random Forest;no feature selection;threshold;Undersampling;2.00;63.00;485.00;0.00;0.03;1.00;0.94;0.05
SYNCOPE;4;0.03;0.50;0.01;Random Forest;no feature selection;threshold;Undersampling;4.00;56.00;489.00;1.00;0.07;0.80;0.85;0.11
SYNCOPE;5;0.04;0.50;0.13;Random Forest;no feature selection;threshold;Undersampling;36.00;72.00;408.00;36.00;0.33;0.50;0.68;0.29
SYNCOPE;6;0.23;0.50;0.07;Random Forest;no feature selection;threshold;Undersampling;29.00;174.00;346.00;10.00;0.14;0.74;0.70;0.14
SYNCOPE;7;0.31;0.50;0.07;Random Forest;no feature selection;threshold;Undersampling;16.00;16.00;504.00;23.00;0.50;0.41;0.69;0.41
SYNCOPE;8;0.31;0.50;0.04;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.41;0.50;0.05;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;532.00;26.00;0.00;0.00;0.00;0.00
SYNCOPE;10;0.37;0.50;0.04;Random Forest;no feature selection;threshold;Undersampling;6.00;48.00;658.00;24.00;0.11;0.20;0.57;0.10
SYNCOPE;11;0.40;0.50;0.04;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;712.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.42;0.50;0.48;Random Forest;no feature selection;threshold;Undersampling;72.00;11.00;378.00;282.00;0.87;0.20;0.59;0.18
SYNCOPE;13;0.63;0.50;0.62;Random Forest;no feature selection;threshold;Undersampling;17.00;7.00;276.00;448.00;0.71;0.04;0.51;0.01
SYNCOPE;14;0.74;0.50;0.70;Random Forest;no feature selection;threshold;Undersampling;484.00;91.00;136.00;50.00;0.84;0.91;0.75;0.53
SYNCOPE;15;0.81;0.50;0.04;Random Forest;no feature selection;threshold;Undersampling;32.00;533.00;196.00;0.00;0.06;1.00;0.63;0.03
SYNCOPE;16;0.86;0.50;0.03;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;545.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.81;0.50;0.72;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;214.00;549.00;0.00;0.00;0.00;0.00
SYNCOPE;18;0.85;0.50;0.62;Random Forest;no feature selection;threshold;Undersampling;5.00;24.00;269.00;465.00;0.17;0.01;0.46;-0.06
SYNCOPE;19;0.86;0.50;0.81;Random Forest;no feature selection;threshold;Undersampling;50.00;5.00;164.00;654.00;0.91;0.07;0.52;0.02
SYNCOPE;20;0.88;0.50;0.82;Random Forest;no feature selection;threshold;Undersampling;2.00;5.00;160.00;726.00;0.29;0.00;0.49;-0.01
SYNCOPE;21;0.90;0.50;0.13;Random Forest;no feature selection;threshold;Undersampling;18.00;67.00;713.00;101.00;0.21;0.15;0.53;0.07
SYNCOPE;22;0.90;0.50;0.99;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;13.00;889.00;0.00;0.00;0.00;0.00
SYNCOPE;23;0.92;0.50;0.99;Random Forest;no feature selection;threshold;Undersampling;887.00;0.00;5.00;12.00;1.00;0.99;0.99;0.45
SYNCOPE;24;0.93;0.50;1.00;Random Forest;no feature selection;threshold;Undersampling;5.00;0.00;4.00;902.00;1.00;0.01;0.50;0.00
SYNCOPE;25;0.94;0.50;0.03;Random Forest;no feature selection;threshold;Undersampling;21.00;886.00;3.00;2.00;0.02;0.91;0.46;-0.00
SYNCOPE;26;0.91;0.50;0.01;Random Forest;no feature selection;threshold;Undersampling;0.00;1.00;1424.00;13.00;0.00;0.00;0.00;0.00
SYNCOPE;27;0.90;0.50;0.01;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.89;0.50;0.01;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;Random Forest;no feature selection;threshold;Undersampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.89;0.50;0.01;Random Forest;no feature selection;threshold;Undersampling;6.00;331.00;1406.00;8.00;0.02;0.43;0.62;0.02
MEAN;;;;;;;;;56.40;79.67;555.37;181.50;0.24;0.28;0.38;0.08
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;Random Forest;no feature selection;sensitive learning;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;Random Forest;no feature selection;sensitive learning;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.02;0.50;0.00;Random Forest;no feature selection;sensitive learning;Undersampling;2.00;40.00;508.00;0.00;0.05;1.00;0.96;0.08
SYNCOPE;4;0.03;0.50;0.01;Random Forest;no feature selection;sensitive learning;Undersampling;2.00;21.00;524.00;3.00;0.09;0.40;0.95;0.13
SYNCOPE;5;0.04;0.50;0.13;Random Forest;no feature selection;sensitive learning;Undersampling;30.00;66.00;414.00;42.00;0.31;0.42;0.80;0.24
SYNCOPE;6;0.23;0.50;0.07;Random Forest;no feature selection;sensitive learning;Undersampling;31.00;199.00;321.00;8.00;0.13;0.79;0.82;0.13
SYNCOPE;7;0.31;0.50;0.07;Random Forest;no feature selection;sensitive learning;Undersampling;28.00;75.00;445.00;11.00;0.27;0.72;0.90;0.33
SYNCOPE;8;0.31;0.50;0.04;Random Forest;no feature selection;sensitive learning;Undersampling;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.41;0.50;0.05;Random Forest;no feature selection;sensitive learning;Undersampling;7.00;9.00;523.00;19.00;0.44;0.27;0.87;0.31
SYNCOPE;10;0.37;0.50;0.04;Random Forest;no feature selection;sensitive learning;Undersampling;9.00;60.00;646.00;21.00;0.13;0.30;0.77;0.13
SYNCOPE;11;0.40;0.50;0.04;Random Forest;no feature selection;sensitive learning;Undersampling;1.00;3.00;709.00;26.00;0.25;0.04;0.75;0.06
SYNCOPE;12;0.42;0.50;0.48;Random Forest;no feature selection;sensitive learning;Undersampling;65.00;12.00;377.00;289.00;0.84;0.18;0.65;0.16
SYNCOPE;13;0.63;0.50;0.62;Random Forest;no feature selection;sensitive learning;Undersampling;223.00;93.00;190.00;242.00;0.71;0.48;0.62;0.14
SYNCOPE;14;0.74;0.50;0.70;Random Forest;no feature selection;sensitive learning;Undersampling;487.00;71.00;156.00;47.00;0.87;0.91;0.93;0.62
SYNCOPE;15;0.81;0.50;0.04;Random Forest;no feature selection;sensitive learning;Undersampling;32.00;513.00;216.00;0.00;0.06;1.00;0.86;0.03
SYNCOPE;16;0.86;0.50;0.03;Random Forest;no feature selection;sensitive learning;Undersampling;0.00;1.00;544.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.81;0.50;0.72;Random Forest;no feature selection;sensitive learning;Undersampling;4.00;0.00;214.00;545.00;1.00;0.01;0.67;0.00
SYNCOPE;18;0.85;0.50;0.62;Random Forest;no feature selection;sensitive learning;Undersampling;2.00;13.00;280.00;468.00;0.13;0.00;0.50;-0.03
SYNCOPE;19;0.86;0.50;0.81;Random Forest;no feature selection;sensitive learning;Undersampling;447.00;6.00;163.00;257.00;0.99;0.63;0.95;0.38
SYNCOPE;20;0.88;0.50;0.82;Random Forest;no feature selection;sensitive learning;Undersampling;702.00;1.00;164.00;26.00;1.00;0.96;1.00;0.91
SYNCOPE;21;0.90;0.50;0.13;Random Forest;no feature selection;sensitive learning;Undersampling;90.00;644.00;136.00;29.00;0.12;0.76;0.49;-0.02
SYNCOPE;22;0.90;0.50;0.99;Random Forest;no feature selection;sensitive learning;Undersampling;1.00;3.00;10.00;888.00;0.25;0.00;0.00;-0.01
SYNCOPE;23;0.92;0.50;0.99;Random Forest;no feature selection;sensitive learning;Undersampling;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;24;0.93;0.50;1.00;Random Forest;no feature selection;sensitive learning;Undersampling;906.00;1.00;3.00;1.00;1.00;1.00;1.00;0.75
SYNCOPE;25;0.94;0.50;0.03;Random Forest;no feature selection;sensitive learning;Undersampling;21.00;887.00;2.00;2.00;0.02;0.91;0.37;-0.00
SYNCOPE;26;0.91;0.50;0.01;Random Forest;no feature selection;sensitive learning;Undersampling;1.00;167.00;1258.00;12.00;0.01;0.08;0.58;-0.01
SYNCOPE;27;0.90;0.50;0.01;Random Forest;no feature selection;sensitive learning;Undersampling;0.00;4.00;1565.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.89;0.50;0.01;Random Forest;no feature selection;sensitive learning;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;Random Forest;no feature selection;sensitive learning;Undersampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.89;0.50;0.01;Random Forest;no feature selection;sensitive learning;Undersampling;7.00;296.00;1441.00;7.00;0.02;0.50;0.78;0.03
MEAN;;;;;;;;;132.93;106.17;528.87;104.97;0.32;0.41;0.57;0.16
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;Random Forest;no feature selection;no sensitive;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;Random Forest;no feature selection;no sensitive;Smote;1.00;0.00;547.00;1.00;1.00;0.50;1.00;0.67
SYNCOPE;3;0.75;0.01;0.00;Random Forest;no feature selection;no sensitive;Smote;1.00;1.00;547.00;1.00;0.50;0.50;1.00;0.50
SYNCOPE;4;0.80;0.01;0.01;Random Forest;no feature selection;no sensitive;Smote;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;Random Forest;no feature selection;no sensitive;Smote;1.00;0.00;480.00;71.00;1.00;0.01;0.66;0.02
SYNCOPE;6;0.86;0.05;0.07;Random Forest;no feature selection;no sensitive;Smote;8.00;35.00;485.00;31.00;0.19;0.21;0.72;0.13
SYNCOPE;7;0.88;0.06;0.07;Random Forest;no feature selection;no sensitive;Smote;3.00;4.00;516.00;36.00;0.43;0.08;0.76;0.11
SYNCOPE;8;0.86;0.07;0.04;Random Forest;no feature selection;no sensitive;Smote;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.91;0.07;0.05;Random Forest;no feature selection;no sensitive;Smote;1.00;1.00;531.00;25.00;0.50;0.04;0.88;0.07
SYNCOPE;10;0.89;0.07;0.04;Random Forest;no feature selection;no sensitive;Smote;5.00;6.00;700.00;25.00;0.45;0.17;0.69;0.23
SYNCOPE;11;0.90;0.07;0.04;Random Forest;no feature selection;no sensitive;Smote;0.00;3.00;709.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.91;0.07;0.48;Random Forest;no feature selection;no sensitive;Smote;12.00;0.00;389.00;342.00;1.00;0.03;0.58;0.04
SYNCOPE;13;0.92;0.15;0.62;Random Forest;no feature selection;no sensitive;Smote;202.00;1.00;282.00;263.00;1.00;0.43;0.84;0.36
SYNCOPE;14;0.93;0.22;0.70;Random Forest;no feature selection;no sensitive;Smote;480.00;54.00;173.00;54.00;0.90;0.90;0.91;0.66
SYNCOPE;15;0.94;0.29;0.04;Random Forest;no feature selection;no sensitive;Smote;32.00;536.00;193.00;0.00;0.06;1.00;0.71;0.03
SYNCOPE;16;0.95;0.28;0.03;Random Forest;no feature selection;no sensitive;Smote;0.00;0.00;545.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.94;0.27;0.72;Random Forest;no feature selection;no sensitive;Smote;6.00;1.00;213.00;543.00;0.86;0.01;0.65;0.00
SYNCOPE;18;0.95;0.32;0.62;Random Forest;no feature selection;no sensitive;Smote;16.00;54.00;239.00;454.00;0.23;0.03;0.68;-0.12
SYNCOPE;19;0.94;0.36;0.81;Random Forest;no feature selection;no sensitive;Smote;486.00;9.00;160.00;218.00;0.98;0.69;0.93;0.43
SYNCOPE;20;0.95;0.41;0.82;Random Forest;no feature selection;no sensitive;Smote;722.00;17.00;148.00;6.00;0.98;0.99;0.97;0.91
SYNCOPE;21;0.95;0.45;0.13;Random Forest;no feature selection;no sensitive;Smote;92.00;650.00;130.00;27.00;0.12;0.77;0.54;-0.02
SYNCOPE;22;0.96;0.44;0.99;Random Forest;no feature selection;no sensitive;Smote;60.00;13.00;0.00;829.00;0.82;0.07;0.01;-0.03
SYNCOPE;23;0.96;0.49;0.99;Random Forest;no feature selection;no sensitive;Smote;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;24;0.96;0.53;1.00;Random Forest;no feature selection;no sensitive;Smote;907.00;2.00;2.00;0.00;1.00;1.00;1.00;0.67
SYNCOPE;25;0.96;0.56;0.03;Random Forest;no feature selection;no sensitive;Smote;21.00;888.00;1.00;2.00;0.02;0.91;0.66;-0.00
SYNCOPE;26;0.95;0.55;0.01;Random Forest;no feature selection;no sensitive;Smote;10.00;785.00;640.00;3.00;0.01;0.77;0.64;0.01
SYNCOPE;27;0.94;0.52;0.01;Random Forest;no feature selection;no sensitive;Smote;0.00;41.00;1528.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.94;0.49;0.01;Random Forest;no feature selection;no sensitive;Smote;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.46;0.07;Random Forest;no feature selection;no sensitive;Smote;1.00;4.00;1589.00;117.00;0.20;0.01;0.66;0.01
SYNCOPE;30;0.95;0.44;0.01;Random Forest;no feature selection;no sensitive;Smote;12.00;769.00;968.00;2.00;0.02;0.86;0.72;0.01
MEAN;;;;;;;;;132.23;129.13;505.90;105.67;0.44;0.37;0.57;0.17
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;Random Forest;no feature selection;threshold;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;Random Forest;no feature selection;threshold;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.01;0.00;Random Forest;no feature selection;threshold;Smote;1.00;1.00;547.00;1.00;0.50;0.50;0.75;0.50
SYNCOPE;4;0.80;0.01;0.01;Random Forest;no feature selection;threshold;Smote;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;Random Forest;no feature selection;threshold;Smote;0.00;0.00;480.00;72.00;0.00;0.00;0.00;0.00
SYNCOPE;6;0.86;0.05;0.07;Random Forest;no feature selection;threshold;Smote;0.00;0.00;520.00;39.00;0.00;0.00;0.00;0.00
SYNCOPE;7;0.88;0.06;0.07;Random Forest;no feature selection;threshold;Smote;0.00;0.00;520.00;39.00;0.00;0.00;0.00;0.00
SYNCOPE;8;0.86;0.07;0.04;Random Forest;no feature selection;threshold;Smote;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.91;0.07;0.05;Random Forest;no feature selection;threshold;Smote;0.00;0.00;532.00;26.00;0.00;0.00;0.00;0.00
SYNCOPE;10;0.89;0.07;0.04;Random Forest;no feature selection;threshold;Smote;0.00;0.00;706.00;30.00;0.00;0.00;0.00;0.00
SYNCOPE;11;0.90;0.07;0.04;Random Forest;no feature selection;threshold;Smote;0.00;0.00;712.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.91;0.07;0.48;Random Forest;no feature selection;threshold;Smote;0.00;0.00;389.00;354.00;0.00;0.00;0.00;0.00
SYNCOPE;13;0.92;0.15;0.62;Random Forest;no feature selection;threshold;Smote;1.00;0.00;283.00;464.00;1.00;0.00;0.50;0.00
SYNCOPE;14;0.93;0.22;0.70;Random Forest;no feature selection;threshold;Smote;447.00;16.00;211.00;87.00;0.97;0.84;0.88;0.70
SYNCOPE;15;0.94;0.29;0.04;Random Forest;no feature selection;threshold;Smote;32.00;492.00;237.00;0.00;0.06;1.00;0.66;0.04
SYNCOPE;16;0.95;0.28;0.03;Random Forest;no feature selection;threshold;Smote;0.00;0.00;545.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.94;0.27;0.72;Random Forest;no feature selection;threshold;Smote;0.00;0.00;214.00;549.00;0.00;0.00;0.00;0.00
SYNCOPE;18;0.95;0.32;0.62;Random Forest;no feature selection;threshold;Smote;0.00;6.00;287.00;470.00;0.00;0.00;0.00;0.00
SYNCOPE;19;0.94;0.36;0.81;Random Forest;no feature selection;threshold;Smote;1.00;0.00;169.00;703.00;1.00;0.00;0.50;0.00
SYNCOPE;20;0.95;0.41;0.82;Random Forest;no feature selection;threshold;Smote;24.00;1.00;164.00;704.00;0.96;0.03;0.51;0.01
SYNCOPE;21;0.95;0.45;0.13;Random Forest;no feature selection;threshold;Smote;20.00;71.00;709.00;99.00;0.22;0.17;0.54;0.09
SYNCOPE;22;0.96;0.44;0.99;Random Forest;no feature selection;threshold;Smote;0.00;0.00;13.00;889.00;0.00;0.00;0.00;0.00
SYNCOPE;23;0.96;0.49;0.99;Random Forest;no feature selection;threshold;Smote;15.00;0.00;5.00;884.00;1.00;0.02;0.51;0.00
SYNCOPE;24;0.96;0.53;1.00;Random Forest;no feature selection;threshold;Smote;5.00;0.00;4.00;902.00;1.00;0.01;0.50;0.00
SYNCOPE;25;0.96;0.56;0.03;Random Forest;no feature selection;threshold;Smote;21.00;886.00;3.00;2.00;0.02;0.91;0.46;-0.00
SYNCOPE;26;0.95;0.55;0.01;Random Forest;no feature selection;threshold;Smote;0.00;0.00;1425.00;13.00;0.00;0.00;0.00;0.00
SYNCOPE;27;0.94;0.52;0.01;Random Forest;no feature selection;threshold;Smote;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.94;0.49;0.01;Random Forest;no feature selection;threshold;Smote;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.46;0.07;Random Forest;no feature selection;threshold;Smote;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.44;0.01;Random Forest;no feature selection;threshold;Smote;7.00;250.00;1487.00;7.00;0.03;0.50;0.68;0.04
MEAN;;;;;;;;;19.13;57.43;577.60;218.77;0.23;0.13;0.22;0.05
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;Random Forest;no feature selection;sensitive learning;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;Random Forest;no feature selection;sensitive learning;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.01;0.00;Random Forest;no feature selection;sensitive learning;Smote;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.01;0.01;Random Forest;no feature selection;sensitive learning;Smote;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;Random Forest;no feature selection;sensitive learning;Smote;0.00;0.00;480.00;72.00;0.00;0.00;0.00;0.00
SYNCOPE;6;0.86;0.05;0.07;Random Forest;no feature selection;sensitive learning;Smote;1.00;1.00;519.00;38.00;0.50;0.03;0.75;0.04
SYNCOPE;7;0.88;0.06;0.07;Random Forest;no feature selection;sensitive learning;Smote;0.00;0.00;520.00;39.00;0.00;0.00;0.00;0.00
SYNCOPE;8;0.86;0.07;0.04;Random Forest;no feature selection;sensitive learning;Smote;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.91;0.07;0.05;Random Forest;no feature selection;sensitive learning;Smote;0.00;0.00;532.00;26.00;0.00;0.00;0.00;0.00
