Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
SYNCOPE;27;0.93;0.35;0.01;Naive Bayes;Best First;threshold;no resample;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;Naive Bayes;Best First;threshold;no resample;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;Naive Bayes;Best First;threshold;no resample;7.00;6.00;1587.00;111.00;0.54;0.06;0.53;0.09
SYNCOPE;30;0.93;0.29;0.01;Naive Bayes;Best First;threshold;no resample;1.00;18.00;1719.00;13.00;0.05;0.07;0.53;0.05
MEAN;;;;;;;;;93.20;74.63;560.40;144.70;0.42;0.26;0.42;0.11
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.00;0.00;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.00;0.01;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;Naive Bayes;Best First;sensitive learning;no resample;3.00;1.00;479.00;69.00;0.75;0.04;0.61;0.07
SYNCOPE;6;0.86;0.03;0.07;Naive Bayes;Best First;sensitive learning;no resample;39.00;331.00;189.00;0.00;0.11;1.00;0.84;0.07
SYNCOPE;7;0.87;0.03;0.07;Naive Bayes;Best First;sensitive learning;no resample;17.00;11.00;509.00;22.00;0.61;0.44;0.91;0.48
SYNCOPE;8;0.86;0.04;0.04;Naive Bayes;Best First;sensitive learning;no resample;1.00;0.00;708.00;26.00;1.00;0.04;0.61;0.07
SYNCOPE;9;0.90;0.04;0.05;Naive Bayes;Best First;sensitive learning;no resample;6.00;7.00;525.00;20.00;0.46;0.23;0.85;0.29
SYNCOPE;10;0.89;0.04;0.04;Naive Bayes;Best First;sensitive learning;no resample;3.00;4.00;702.00;27.00;0.43;0.10;0.66;0.15
SYNCOPE;11;0.90;0.04;0.04;Naive Bayes;Best First;sensitive learning;no resample;1.00;2.00;710.00;26.00;0.33;0.04;0.51;0.06
SYNCOPE;12;0.91;0.04;0.48;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;389.00;354.00;0.00;0.00;0.00;0.00
SYNCOPE;13;0.91;0.08;0.62;Naive Bayes;Best First;sensitive learning;no resample;264.00;3.00;280.00;201.00;0.99;0.57;0.73;0.49
SYNCOPE;14;0.92;0.13;0.70;Naive Bayes;Best First;sensitive learning;no resample;526.00;207.00;20.00;8.00;0.72;0.99;0.92;0.10
SYNCOPE;15;0.93;0.17;0.04;Naive Bayes;Best First;sensitive learning;no resample;32.00;711.00;18.00;0.00;0.04;1.00;0.66;0.00
SYNCOPE;16;0.95;0.16;0.03;Naive Bayes;Best First;sensitive learning;no resample;1.00;10.00;535.00;14.00;0.09;0.07;0.77;0.06
SYNCOPE;17;0.93;0.16;0.72;Naive Bayes;Best First;sensitive learning;no resample;14.00;0.00;214.00;535.00;1.00;0.03;0.59;0.01
SYNCOPE;18;0.94;0.19;0.62;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;293.00;470.00;0.00;0.00;0.00;0.00
SYNCOPE;19;0.93;0.22;0.81;Naive Bayes;Best First;sensitive learning;no resample;26.00;0.00;169.00;678.00;1.00;0.04;0.98;0.01
SYNCOPE;20;0.94;0.26;0.82;Naive Bayes;Best First;sensitive learning;no resample;27.00;0.00;165.00;701.00;1.00;0.04;0.99;0.01
SYNCOPE;21;0.94;0.29;0.13;Naive Bayes;Best First;sensitive learning;no resample;13.00;21.00;759.00;106.00;0.38;0.11;0.57;0.12
SYNCOPE;22;0.94;0.28;0.99;Naive Bayes;Best First;sensitive learning;no resample;1.00;0.00;13.00;888.00;1.00;0.00;1.00;0.00
SYNCOPE;23;0.95;0.32;0.99;Naive Bayes;Best First;sensitive learning;no resample;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;24;0.95;0.36;1.00;Naive Bayes;Best First;sensitive learning;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.95;0.39;0.03;Naive Bayes;Best First;sensitive learning;no resample;21.00;886.00;3.00;2.00;0.02;0.91;0.44;-0.00
SYNCOPE;26;0.93;0.37;0.01;Naive Bayes;Best First;sensitive learning;no resample;0.00;22.00;1403.00;13.00;0.00;0.00;0.00;0.00
SYNCOPE;27;0.93;0.35;0.01;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;Naive Bayes;Best First;sensitive learning;no resample;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;Naive Bayes;Best First;sensitive learning;no resample;7.00;6.00;1587.00;111.00;0.54;0.06;0.79;0.09
SYNCOPE;30;0.93;0.29;0.01;Naive Bayes;Best First;sensitive learning;no resample;1.00;18.00;1719.00;13.00;0.05;0.07;0.70;0.05
MEAN;;;;;;;;;93.23;74.67;560.37;144.67;0.42;0.26;0.54;0.12
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;Naive Bayes;Best First;no sensitive;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;Naive Bayes;Best First;no sensitive;Oversampling;2.00;67.00;480.00;0.00;0.03;1.00;0.94;0.05
SYNCOPE;3;0.86;0.50;0.00;Naive Bayes;Best First;no sensitive;Oversampling;2.00;67.00;481.00;0.00;0.03;1.00;0.94;0.05
SYNCOPE;4;0.89;0.50;0.01;Naive Bayes;Best First;no sensitive;Oversampling;1.00;31.00;514.00;4.00;0.03;0.20;0.93;0.04
SYNCOPE;5;0.91;0.50;0.13;Naive Bayes;Best First;no sensitive;Oversampling;16.00;22.00;458.00;56.00;0.42;0.22;0.60;0.22
SYNCOPE;6;0.92;0.50;0.07;Naive Bayes;Best First;no sensitive;Oversampling;39.00;375.00;145.00;0.00;0.09;1.00;0.82;0.05
SYNCOPE;7;0.93;0.50;0.07;Naive Bayes;Best First;no sensitive;Oversampling;39.00;330.00;190.00;0.00;0.11;1.00;0.89;0.07
SYNCOPE;8;0.92;0.50;0.04;Naive Bayes;Best First;no sensitive;Oversampling;5.00;11.00;697.00;22.00;0.31;0.19;0.77;0.21
SYNCOPE;9;0.95;0.50;0.05;Naive Bayes;Best First;no sensitive;Oversampling;4.00;13.00;519.00;22.00;0.24;0.15;0.85;0.15
SYNCOPE;10;0.94;0.50;0.04;Naive Bayes;Best First;no sensitive;Oversampling;9.00;30.00;676.00;21.00;0.23;0.30;0.75;0.23
SYNCOPE;11;0.94;0.50;0.04;Naive Bayes;Best First;no sensitive;Oversampling;9.00;25.00;687.00;18.00;0.26;0.33;0.65;0.27
SYNCOPE;12;0.95;0.50;0.48;Naive Bayes;Best First;no sensitive;Oversampling;26.00;2.00;387.00;328.00;0.93;0.07;0.55;0.07
SYNCOPE;13;0.95;0.50;0.62;Naive Bayes;Best First;no sensitive;Oversampling;407.00;275.00;8.00;58.00;0.60;0.88;0.52;-0.11
SYNCOPE;14;0.95;0.50;0.70;Naive Bayes;Best First;no sensitive;Oversampling;528.00;218.00;9.00;6.00;0.71;0.99;0.92;0.04
SYNCOPE;15;0.95;0.50;0.04;Naive Bayes;Best First;no sensitive;Oversampling;32.00;716.00;13.00;0.00;0.04;1.00;0.66;0.00
SYNCOPE;16;0.97;0.50;0.03;Naive Bayes;Best First;no sensitive;Oversampling;13.00;370.00;175.00;2.00;0.03;0.87;0.79;0.01
SYNCOPE;17;0.96;0.50;0.72;Naive Bayes;Best First;no sensitive;Oversampling;56.00;1.00;213.00;493.00;0.98;0.10;0.51;0.06
SYNCOPE;18;0.96;0.50;0.62;Naive Bayes;Best First;no sensitive;Oversampling;446.00;220.00;73.00;24.00;0.67;0.95;0.91;0.23
SYNCOPE;19;0.96;0.50;0.81;Naive Bayes;Best First;no sensitive;Oversampling;701.00;2.00;167.00;3.00;1.00;1.00;0.99;0.98
SYNCOPE;20;0.96;0.50;0.82;Naive Bayes;Best First;no sensitive;Oversampling;5.00;0.00;165.00;723.00;1.00;0.01;1.00;0.00
SYNCOPE;21;0.96;0.50;0.13;Naive Bayes;Best First;no sensitive;Oversampling;55.00;201.00;579.00;64.00;0.21;0.46;0.57;0.14
SYNCOPE;22;0.96;0.50;0.99;Naive Bayes;Best First;no sensitive;Oversampling;889.00;13.00;0.00;0.00;0.99;1.00;1.00;0.00
SYNCOPE;23;0.96;0.50;0.99;Naive Bayes;Best First;no sensitive;Oversampling;889.00;0.00;5.00;10.00;1.00;0.99;1.00;0.50
SYNCOPE;24;0.96;0.50;1.00;Naive Bayes;Best First;no sensitive;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.50;0.03;Naive Bayes;Best First;no sensitive;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;26;0.94;0.50;0.01;Naive Bayes;Best First;no sensitive;Oversampling;12.00;1344.00;81.00;1.00;0.01;0.92;0.55;-0.00
SYNCOPE;27;0.94;0.50;0.01;Naive Bayes;Best First;no sensitive;Oversampling;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;Naive Bayes;Best First;no sensitive;Oversampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;Naive Bayes;Best First;no sensitive;Oversampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.50;0.01;Naive Bayes;Best First;no sensitive;Oversampling;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;170.47;174.07;460.97;67.43;0.36;0.55;0.65;0.14
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.86;0.50;0.00;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.89;0.50;0.01;Naive Bayes;Best First;threshold;Oversampling;0.00;2.00;543.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.91;0.50;0.13;Naive Bayes;Best First;threshold;Oversampling;8.00;8.00;472.00;64.00;0.50;0.11;0.55;0.14
SYNCOPE;6;0.92;0.50;0.07;Naive Bayes;Best First;threshold;Oversampling;39.00;369.00;151.00;0.00;0.10;1.00;0.65;0.05
SYNCOPE;7;0.93;0.50;0.07;Naive Bayes;Best First;threshold;Oversampling;25.00;40.00;480.00;14.00;0.38;0.64;0.78;0.43
SYNCOPE;8;0.92;0.50;0.04;Naive Bayes;Best First;threshold;Oversampling;4.00;3.00;705.00;23.00;0.57;0.15;0.57;0.22
SYNCOPE;9;0.95;0.50;0.05;Naive Bayes;Best First;threshold;Oversampling;2.00;9.00;523.00;24.00;0.18;0.08;0.53;0.08
SYNCOPE;10;0.94;0.50;0.04;Naive Bayes;Best First;threshold;Oversampling;8.00;23.00;683.00;22.00;0.26;0.27;0.62;0.23
SYNCOPE;11;0.94;0.50;0.04;Naive Bayes;Best First;threshold;Oversampling;5.00;17.00;695.00;22.00;0.23;0.19;0.58;0.18
SYNCOPE;12;0.95;0.50;0.48;Naive Bayes;Best First;threshold;Oversampling;15.00;1.00;388.00;339.00;0.94;0.04;0.52;0.04
SYNCOPE;13;0.95;0.50;0.62;Naive Bayes;Best First;threshold;Oversampling;405.00;270.00;13.00;60.00;0.60;0.87;0.46;-0.10
SYNCOPE;14;0.95;0.50;0.70;Naive Bayes;Best First;threshold;Oversampling;528.00;215.00;12.00;6.00;0.71;0.99;0.52;0.06
SYNCOPE;15;0.95;0.50;0.04;Naive Bayes;Best First;threshold;Oversampling;32.00;714.00;15.00;0.00;0.04;1.00;0.51;0.00
SYNCOPE;16;0.97;0.50;0.03;Naive Bayes;Best First;threshold;Oversampling;5.00;27.00;518.00;10.00;0.16;0.33;0.64;0.18
SYNCOPE;17;0.96;0.50;0.72;Naive Bayes;Best First;threshold;Oversampling;22.00;0.00;214.00;527.00;1.00;0.04;0.52;0.02
SYNCOPE;18;0.96;0.50;0.62;Naive Bayes;Best First;threshold;Oversampling;419.00;122.00;171.00;51.00;0.77;0.89;0.74;0.50
SYNCOPE;19;0.96;0.50;0.81;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;169.00;704.00;0.00;0.00;0.00;0.00
SYNCOPE;20;0.96;0.50;0.82;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;165.00;728.00;0.00;0.00;0.00;0.00
SYNCOPE;21;0.96;0.50;0.13;Naive Bayes;Best First;threshold;Oversampling;15.00;26.00;754.00;104.00;0.37;0.13;0.55;0.13
SYNCOPE;22;0.96;0.50;0.99;Naive Bayes;Best First;threshold;Oversampling;886.00;0.00;13.00;3.00;1.00;1.00;1.00;0.89
SYNCOPE;23;0.96;0.50;0.99;Naive Bayes;Best First;threshold;Oversampling;888.00;0.00;5.00;11.00;1.00;0.99;0.99;0.47
SYNCOPE;24;0.96;0.50;1.00;Naive Bayes;Best First;threshold;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.50;0.03;Naive Bayes;Best First;threshold;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.94;0.50;0.01;Naive Bayes;Best First;threshold;Oversampling;10.00;1080.00;345.00;3.00;0.01;0.77;0.51;0.00
SYNCOPE;27;0.94;0.50;0.01;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.50;0.01;Naive Bayes;Best First;threshold;Oversampling;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;141.50;127.17;507.87;96.40;0.33;0.38;0.42;0.15
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.86;0.50;0.00;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.89;0.50;0.01;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;2.00;543.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.91;0.50;0.13;Naive Bayes;Best First;sensitive learning;Oversampling;8.00;8.00;472.00;64.00;0.50;0.11;0.60;0.14
SYNCOPE;6;0.92;0.50;0.07;Naive Bayes;Best First;sensitive learning;Oversampling;39.00;369.00;151.00;0.00;0.10;1.00;0.82;0.05
SYNCOPE;7;0.93;0.50;0.07;Naive Bayes;Best First;sensitive learning;Oversampling;25.00;40.00;480.00;14.00;0.38;0.64;0.89;0.43
SYNCOPE;8;0.92;0.50;0.04;Naive Bayes;Best First;sensitive learning;Oversampling;4.00;3.00;705.00;23.00;0.57;0.15;0.77;0.22
SYNCOPE;9;0.95;0.50;0.05;Naive Bayes;Best First;sensitive learning;Oversampling;2.00;9.00;523.00;24.00;0.18;0.08;0.85;0.08
SYNCOPE;10;0.94;0.50;0.04;Naive Bayes;Best First;sensitive learning;Oversampling;8.00;23.00;683.00;22.00;0.26;0.27;0.75;0.23
SYNCOPE;11;0.94;0.50;0.04;Naive Bayes;Best First;sensitive learning;Oversampling;5.00;17.00;695.00;22.00;0.23;0.19;0.65;0.18
SYNCOPE;12;0.95;0.50;0.48;Naive Bayes;Best First;sensitive learning;Oversampling;15.00;1.00;388.00;339.00;0.94;0.04;0.55;0.04
SYNCOPE;13;0.95;0.50;0.62;Naive Bayes;Best First;sensitive learning;Oversampling;405.00;270.00;13.00;60.00;0.60;0.87;0.52;-0.10
SYNCOPE;14;0.95;0.50;0.70;Naive Bayes;Best First;sensitive learning;Oversampling;528.00;215.00;12.00;6.00;0.71;0.99;0.92;0.06
SYNCOPE;15;0.95;0.50;0.04;Naive Bayes;Best First;sensitive learning;Oversampling;32.00;714.00;15.00;0.00;0.04;1.00;0.66;0.00
SYNCOPE;16;0.97;0.50;0.03;Naive Bayes;Best First;sensitive learning;Oversampling;5.00;27.00;518.00;10.00;0.16;0.33;0.79;0.18
SYNCOPE;17;0.96;0.50;0.72;Naive Bayes;Best First;sensitive learning;Oversampling;22.00;0.00;214.00;527.00;1.00;0.04;0.51;0.02
SYNCOPE;18;0.96;0.50;0.62;Naive Bayes;Best First;sensitive learning;Oversampling;419.00;122.00;171.00;51.00;0.77;0.89;0.91;0.50
SYNCOPE;19;0.96;0.50;0.81;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;169.00;704.00;0.00;0.00;0.00;0.00
SYNCOPE;20;0.96;0.50;0.82;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;165.00;728.00;0.00;0.00;0.00;0.00
SYNCOPE;21;0.96;0.50;0.13;Naive Bayes;Best First;sensitive learning;Oversampling;15.00;26.00;754.00;104.00;0.37;0.13;0.57;0.13
SYNCOPE;22;0.96;0.50;0.99;Naive Bayes;Best First;sensitive learning;Oversampling;886.00;0.00;13.00;3.00;1.00;1.00;1.00;0.89
SYNCOPE;23;0.96;0.50;0.99;Naive Bayes;Best First;sensitive learning;Oversampling;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;24;0.96;0.50;1.00;Naive Bayes;Best First;sensitive learning;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.50;0.03;Naive Bayes;Best First;sensitive learning;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;26;0.94;0.50;0.01;Naive Bayes;Best First;sensitive learning;Oversampling;10.00;1080.00;345.00;3.00;0.01;0.77;0.55;0.00
SYNCOPE;27;0.94;0.50;0.01;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.50;0.01;Naive Bayes;Best First;sensitive learning;Oversampling;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;141.50;127.17;507.87;96.40;0.33;0.38;0.49;0.15
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;Naive Bayes;Best First;no sensitive;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;Naive Bayes;Best First;no sensitive;Undersampling;2.00;84.00;463.00;0.00;0.02;1.00;0.94;0.04
SYNCOPE;3;0.02;0.50;0.00;Naive Bayes;Best First;no sensitive;Undersampling;2.00;49.00;499.00;0.00;0.04;1.00;0.96;0.07
SYNCOPE;4;0.03;0.50;0.01;Naive Bayes;Best First;no sensitive;Undersampling;4.00;45.00;500.00;1.00;0.08;0.80;0.96;0.13
SYNCOPE;5;0.04;0.50;0.13;Naive Bayes;Best First;no sensitive;Undersampling;54.00;123.00;357.00;18.00;0.31;0.75;0.75;0.30
SYNCOPE;6;0.23;0.50;0.07;Naive Bayes;Best First;no sensitive;Undersampling;39.00;336.00;184.00;0.00;0.10;1.00;0.82;0.07
SYNCOPE;7;0.31;0.50;0.07;Naive Bayes;Best First;no sensitive;Undersampling;39.00;330.00;190.00;0.00;0.11;1.00;0.87;0.07
SYNCOPE;8;0.31;0.50;0.04;Naive Bayes;Best First;no sensitive;Undersampling;9.00;71.00;637.00;18.00;0.11;0.33;0.73;0.12
SYNCOPE;9;0.41;0.50;0.05;Naive Bayes;Best First;no sensitive;Undersampling;11.00;45.00;487.00;15.00;0.20;0.42;0.80;0.22
SYNCOPE;10;0.37;0.50;0.04;Naive Bayes;Best First;no sensitive;Undersampling;9.00;32.00;674.00;21.00;0.22;0.30;0.74;0.22
SYNCOPE;11;0.40;0.50;0.04;Naive Bayes;Best First;no sensitive;Undersampling;4.00;15.00;697.00;23.00;0.21;0.15;0.69;0.15
SYNCOPE;12;0.42;0.50;0.48;Naive Bayes;Best First;no sensitive;Undersampling;13.00;0.00;389.00;341.00;1.00;0.04;0.53;0.04
SYNCOPE;13;0.63;0.50;0.62;Naive Bayes;Best First;no sensitive;Undersampling;407.00;275.00;8.00;58.00;0.60;0.88;0.51;-0.11
SYNCOPE;14;0.74;0.50;0.70;Naive Bayes;Best First;no sensitive;Undersampling;528.00;218.00;9.00;6.00;0.71;0.99;0.92;0.04
SYNCOPE;15;0.81;0.50;0.04;Naive Bayes;Best First;no sensitive;Undersampling;32.00;713.00;16.00;0.00;0.04;1.00;0.66;0.00
SYNCOPE;16;0.86;0.50;0.03;Naive Bayes;Best First;no sensitive;Undersampling;13.00;370.00;175.00;2.00;0.03;0.87;0.78;0.01
SYNCOPE;17;0.81;0.50;0.72;Naive Bayes;Best First;no sensitive;Undersampling;40.00;1.00;213.00;509.00;0.98;0.07;0.50;0.04
SYNCOPE;18;0.85;0.50;0.62;Naive Bayes;Best First;no sensitive;Undersampling;436.00;123.00;170.00;34.00;0.78;0.93;0.82;0.54
SYNCOPE;19;0.86;0.50;0.81;Naive Bayes;Best First;no sensitive;Undersampling;236.00;2.00;167.00;468.00;0.99;0.34;0.98;0.16
SYNCOPE;20;0.88;0.50;0.82;Naive Bayes;Best First;no sensitive;Undersampling;703.00;1.00;164.00;25.00;1.00;0.97;0.99;0.91
SYNCOPE;21;0.90;0.50;0.13;Naive Bayes;Best First;no sensitive;Undersampling;90.00;644.00;136.00;29.00;0.12;0.76;0.47;-0.02
SYNCOPE;22;0.90;0.50;0.99;Naive Bayes;Best First;no sensitive;Undersampling;889.00;13.00;0.00;0.00;0.99;1.00;1.00;0.00
SYNCOPE;23;0.92;0.50;0.99;Naive Bayes;Best First;no sensitive;Undersampling;889.00;0.00;5.00;10.00;1.00;0.99;1.00;0.50
SYNCOPE;24;0.93;0.50;1.00;Naive Bayes;Best First;no sensitive;Undersampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.94;0.50;0.03;Naive Bayes;Best First;no sensitive;Undersampling;23.00;889.00;0.00;0.00;0.03;1.00;0.37;0.00
SYNCOPE;26;0.91;0.50;0.01;Naive Bayes;Best First;no sensitive;Undersampling;13.00;1375.00;50.00;0.00;0.01;1.00;0.49;0.00
SYNCOPE;27;0.90;0.50;0.01;Naive Bayes;Best First;no sensitive;Undersampling;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.89;0.50;0.01;Naive Bayes;Best First;no sensitive;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;Naive Bayes;Best First;no sensitive;Undersampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.89;0.50;0.01;Naive Bayes;Best First;no sensitive;Undersampling;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;179.70;191.80;443.23;58.20;0.36;0.62;0.64;0.15
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;Naive Bayes;Best First;threshold;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;Naive Bayes;Best First;threshold;Undersampling;1.00;32.00;515.00;1.00;0.03;0.50;0.72;0.05
SYNCOPE;3;0.02;0.50;0.00;Naive Bayes;Best First;threshold;Undersampling;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.03;0.50;0.01;Naive Bayes;Best First;threshold;Undersampling;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.04;0.50;0.13;Naive Bayes;Best First;threshold;Undersampling;54.00;123.00;357.00;18.00;0.31;0.75;0.75;0.30
SYNCOPE;6;0.23;0.50;0.07;Naive Bayes;Best First;threshold;Undersampling;39.00;329.00;191.00;0.00;0.11;1.00;0.68;0.07
SYNCOPE;7;0.31;0.50;0.07;Naive Bayes;Best First;threshold;Undersampling;32.00;100.00;420.00;7.00;0.24;0.82;0.81;0.30
SYNCOPE;8;0.31;0.50;0.04;Naive Bayes;Best First;threshold;Undersampling;6.00;47.00;661.00;21.00;0.11;0.22;0.58;0.11
SYNCOPE;9;0.41;0.50;0.05;Naive Bayes;Best First;threshold;Undersampling;10.00;34.00;498.00;16.00;0.23;0.38;0.66;0.24
SYNCOPE;10;0.37;0.50;0.04;Naive Bayes;Best First;threshold;Undersampling;7.00;20.00;686.00;23.00;0.26;0.23;0.60;0.22
SYNCOPE;11;0.40;0.50;0.04;Naive Bayes;Best First;threshold;Undersampling;2.00;7.00;705.00;25.00;0.22;0.07;0.53;0.09
SYNCOPE;12;0.42;0.50;0.48;Naive Bayes;Best First;threshold;Undersampling;6.00;0.00;389.00;348.00;1.00;0.02;0.51;0.02
SYNCOPE;13;0.63;0.50;0.62;Naive Bayes;Best First;threshold;Undersampling;405.00;270.00;13.00;60.00;0.60;0.87;0.46;-0.10
SYNCOPE;14;0.74;0.50;0.70;Naive Bayes;Best First;threshold;Undersampling;528.00;215.00;12.00;6.00;0.71;0.99;0.52;0.06
SYNCOPE;15;0.81;0.50;0.04;Naive Bayes;Best First;threshold;Undersampling;32.00;710.00;19.00;0.00;0.04;1.00;0.51;0.00
SYNCOPE;16;0.86;0.50;0.03;Naive Bayes;Best First;threshold;Undersampling;5.00;26.00;519.00;10.00;0.16;0.33;0.64;0.19
SYNCOPE;17;0.81;0.50;0.72;Naive Bayes;Best First;threshold;Undersampling;20.00;0.00;214.00;529.00;1.00;0.04;0.52;0.02
SYNCOPE;18;0.85;0.50;0.62;Naive Bayes;Best First;threshold;Undersampling;257.00;6.00;287.00;213.00;0.98;0.55;0.76;0.46
SYNCOPE;19;0.86;0.50;0.81;Naive Bayes;Best First;threshold;Undersampling;45.00;0.00;169.00;659.00;1.00;0.06;0.53;0.03
SYNCOPE;20;0.88;0.50;0.82;Naive Bayes;Best First;threshold;Undersampling;41.00;0.00;165.00;687.00;1.00;0.06;0.53;0.02
