VersionID,VersionName,Path,Size,LOC_Touched,AVGLocAdded,LocAdded,MaxLocAdded,ChgSetSize,MaxChgSetSize,AVGChgSetSize,NumRevisions,NumBugFixed,NAuth,Age,Buggyness
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/RoleAttributesPanel.java,49,4,1.0,2,1,1068,451,213,5,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSecurityPanel.java,120,24,4.0,12,4,918,451,306,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSummaryPanel.java,88,362,25.0,153,76,1247,451,207,6,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/RoleTabPanel.java,58,96,6.0,45,19,1360,451,194,7,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/RolesPanel.java,125,2,1.0,1,1,977,451,244,4,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/SchedTasks.java,187,358,22.0,198,66,1342,451,149,9,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/StatusPanel.java,119,54,8.0,24,12,918,451,306,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/SyncTasks.java,202,217,14.0,128,43,1342,451,149,9,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/UserDetailsPanel.java,66,84,10.0,42,13,977,451,244,4,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/UserManagementResultPanel.java,227,96,7.0,45,19,1070,451,178,6,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java,450,156,26.0,79,27,952,451,317,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/VirtualAttributesPanel.java,127,78,6.0,40,12,1214,451,202,6,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/rest/AbstractBaseRestClient.java,9,0,0.0,0,0,0,0,0,0,0,0,0,false
