Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
SYNCOPE;3;0.75;0.00;0.00;Naive Bayes;Best First;no resample;0.00;0.00;549.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.00;0.01;Naive Bayes;Best First;no resample;0.00;0.00;546.00;4.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;Naive Bayes;Best First;no resample;5.00;4.00;477.00;66.00;0.56;0.07;0.60;0.10
SYNCOPE;6;0.86;0.02;0.07;Naive Bayes;Best First;no resample;38.00;335.00;186.00;0.00;0.10;1.00;0.91;0.07
SYNCOPE;7;0.87;0.03;0.07;Naive Bayes;Best First;no resample;13.00;8.00;513.00;25.00;0.62;0.34;0.82;0.41
SYNCOPE;8;0.86;0.04;0.04;Naive Bayes;Best First;no resample;6.00;21.00;687.00;21.00;0.22;0.22;0.75;0.19
SYNCOPE;9;0.90;0.04;0.04;Naive Bayes;Best First;no resample;4.00;13.00;520.00;21.00;0.24;0.16;0.75;0.16
SYNCOPE;10;0.89;0.04;0.04;Naive Bayes;Best First;no resample;8.00;31.00;675.00;22.00;0.21;0.27;0.78;0.19
SYNCOPE;11;0.90;0.04;0.04;Naive Bayes;Best First;no resample;1.00;11.00;701.00;26.00;0.08;0.04;0.51;0.03
SYNCOPE;12;0.91;0.04;0.45;Naive Bayes;Best First;no resample;0.00;0.00;408.00;335.00;0.00;0.00;0.00;0.00
SYNCOPE;13;0.91;0.08;0.60;Naive Bayes;Best First;no resample;270.00;10.00;287.00;181.00;0.96;0.60;0.76;0.51
SYNCOPE;14;0.92;0.12;0.64;Naive Bayes;Best First;no resample;487.00;264.00;8.00;2.00;0.65;1.00;0.92;0.03
SYNCOPE;15;0.93;0.16;0.04;Naive Bayes;Best First;no resample;31.00;720.00;10.00;0.00;0.04;1.00;0.69;0.00
SYNCOPE;16;0.95;0.15;0.03;Naive Bayes;Best First;no resample;2.00;21.00;525.00;12.00;0.09;0.14;0.80;0.08
SYNCOPE;17;0.93;0.15;0.64;Naive Bayes;Best First;no resample;25.00;2.00;270.00;466.00;0.93;0.05;0.58;0.03
SYNCOPE;18;0.94;0.18;0.62;Naive Bayes;Best First;no resample;63.00;5.00;288.00;407.00;0.93;0.13;0.87;0.09
SYNCOPE;19;0.93;0.21;0.81;Naive Bayes;Best First;no resample;54.00;1.00;168.00;650.00;0.98;0.08;0.96;0.03
SYNCOPE;20;0.94;0.25;0.82;Naive Bayes;Best First;no resample;62.00;1.00;164.00;666.00;0.98;0.09;0.99;0.03
SYNCOPE;21;0.94;0.28;0.13;Naive Bayes;Best First;no resample;24.00;54.00;727.00;94.00;0.31;0.20;0.57;0.16
SYNCOPE;22;0.94;0.27;1.00;Naive Bayes;Best First;no resample;69.00;0.00;0.00;831.00;1.00;0.08;0.00;0.00
SYNCOPE;23;0.95;0.32;0.99;Naive Bayes;Best First;no resample;889.00;13.00;0.00;0.00;0.99;1.00;1.00;0.00
SYNCOPE;24;0.95;0.35;0.99;Naive Bayes;Best First;no resample;891.00;0.00;5.00;8.00;1.00;0.99;1.00;0.55
SYNCOPE;25;0.95;0.38;1.00;Naive Bayes;Best First;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;26;0.95;0.41;0.03;Naive Bayes;Best First;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;27;0.93;0.40;0.01;Naive Bayes;Best First;no resample;12.00;1376.00;50.00;0.00;0.01;1.00;0.49;0.00
SYNCOPE;28;0.96;0.37;0.00;Naive Bayes;Best First;no resample;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.93;0.35;0.00;Naive Bayes;Best First;no resample;0.00;0.00;1570.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.96;0.33;0.00;Naive Bayes;Best First;no resample;0.00;0.00;915.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;31;0.94;0.32;0.01;Naive Bayes;Best First;no resample;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;125.26;121.90;449.06;124.90;0.45;0.40;0.52;0.12
;
SYNCOPE;1;0.67;0.50;0.00;Naive Bayes;Best First;Oversampling;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;Naive Bayes;Best First;Oversampling;1.00;7.00;541.00;0.00;0.13;1.00;0.99;0.22
SYNCOPE;3;0.86;0.50;0.00;Naive Bayes;Best First;Oversampling;1.00;7.00;542.00;0.00;0.13;1.00;0.99;0.22
SYNCOPE;4;0.89;0.50;0.01;Naive Bayes;Best First;Oversampling;3.00;5.00;541.00;1.00;0.38;0.75;0.94;0.50
SYNCOPE;5;0.91;0.50;0.13;Naive Bayes;Best First;Oversampling;14.00;20.00;461.00;57.00;0.41;0.20;0.61;0.20
SYNCOPE;6;0.92;0.50;0.07;Naive Bayes;Best First;Oversampling;38.00;335.00;186.00;0.00;0.10;1.00;0.83;0.07
SYNCOPE;7;0.93;0.50;0.07;Naive Bayes;Best First;Oversampling;38.00;332.00;189.00;0.00;0.10;1.00;0.90;0.07
SYNCOPE;8;0.92;0.50;0.04;Naive Bayes;Best First;Oversampling;5.00;14.00;694.00;22.00;0.26;0.19;0.74;0.19
SYNCOPE;9;0.95;0.50;0.04;Naive Bayes;Best First;Oversampling;9.00;25.00;508.00;16.00;0.26;0.36;0.80;0.27
SYNCOPE;10;0.94;0.50;0.04;Naive Bayes;Best First;Oversampling;11.00;42.00;664.00;19.00;0.21;0.37;0.78;0.22
SYNCOPE;11;0.94;0.50;0.04;Naive Bayes;Best First;Oversampling;2.00;2.00;710.00;25.00;0.50;0.07;0.65;0.12
SYNCOPE;12;0.95;0.50;0.45;Naive Bayes;Best First;Oversampling;20.00;2.00;406.00;315.00;0.91;0.06;0.56;0.06
SYNCOPE;13;0.95;0.50;0.60;Naive Bayes;Best First;Oversampling;423.00;288.00;9.00;28.00;0.59;0.94;0.54;-0.04
SYNCOPE;14;0.95;0.50;0.64;Naive Bayes;Best First;Oversampling;487.00;267.00;5.00;2.00;0.65;1.00;0.92;0.02
SYNCOPE;15;0.95;0.50;0.04;Naive Bayes;Best First;Oversampling;31.00;723.00;7.00;0.00;0.04;1.00;0.69;0.00
SYNCOPE;16;0.97;0.50;0.03;Naive Bayes;Best First;Oversampling;13.00;379.00;167.00;1.00;0.03;0.93;0.81;0.02
SYNCOPE;17;0.96;0.50;0.64;Naive Bayes;Best First;Oversampling;56.00;3.00;269.00;435.00;0.95;0.11;0.57;0.08
SYNCOPE;18;0.96;0.50;0.62;Naive Bayes;Best First;Oversampling;446.00;172.00;121.00;24.00;0.72;0.95;0.81;0.40
SYNCOPE;19;0.96;0.50;0.81;Naive Bayes;Best First;Oversampling;671.00;102.00;67.00;33.00;0.87;0.95;0.84;0.41
SYNCOPE;20;0.96;0.50;0.82;Naive Bayes;Best First;Oversampling;5.00;0.00;165.00;723.00;1.00;0.01;1.00;0.00
SYNCOPE;21;0.96;0.50;0.13;Naive Bayes;Best First;Oversampling;89.00;645.00;136.00;29.00;0.12;0.75;0.47;-0.02
SYNCOPE;22;0.96;0.50;1.00;Naive Bayes;Best First;Oversampling;764.00;0.00;0.00;136.00;1.00;0.85;0.00;0.00
SYNCOPE;23;0.96;0.50;0.99;Naive Bayes;Best First;Oversampling;889.00;13.00;0.00;0.00;0.99;1.00;1.00;0.00
SYNCOPE;24;0.96;0.50;0.99;Naive Bayes;Best First;Oversampling;891.00;0.00;5.00;8.00;1.00;0.99;1.00;0.55
SYNCOPE;25;0.96;0.50;1.00;Naive Bayes;Best First;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;26;0.96;0.50;0.03;Naive Bayes;Best First;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;27;0.94;0.50;0.01;Naive Bayes;Best First;Oversampling;12.00;1376.00;50.00;0.00;0.01;1.00;0.54;0.00
SYNCOPE;28;0.97;0.50;0.00;Naive Bayes;Best First;Oversampling;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.00;Naive Bayes;Best First;Oversampling;0.00;0.00;1570.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.97;0.50;0.00;Naive Bayes;Best First;Oversampling;0.00;0.00;915.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;31;0.95;0.50;0.01;Naive Bayes;Best First;Oversampling;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;188.65;182.19;388.77;61.52;0.46;0.66;0.63;0.14
;
SYNCOPE;1;0.00;0.50;0.00;Naive Bayes;Best First;Undersampling;0.00;30.00;518.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;Naive Bayes;Best First;Undersampling;1.00;94.00;454.00;0.00;0.01;1.00;0.94;0.02
SYNCOPE;3;0.01;0.50;0.00;Naive Bayes;Best First;Undersampling;1.00;67.00;482.00;0.00;0.01;1.00;0.92;0.03
SYNCOPE;4;0.01;0.50;0.01;Naive Bayes;Best First;Undersampling;3.00;73.00;473.00;1.00;0.04;0.75;0.93;0.06
SYNCOPE;5;0.03;0.50;0.13;Naive Bayes;Best First;Undersampling;23.00;44.00;437.00;48.00;0.34;0.32;0.74;0.24
SYNCOPE;6;0.22;0.50;0.07;Naive Bayes;Best First;Undersampling;38.00;334.00;187.00;0.00;0.10;1.00;0.86;0.07
SYNCOPE;7;0.30;0.50;0.07;Naive Bayes;Best First;Undersampling;38.00;362.00;159.00;0.00;0.10;1.00;0.85;0.06
SYNCOPE;8;0.30;0.50;0.04;Naive Bayes;Best First;Undersampling;8.00;32.00;676.00;19.00;0.20;0.30;0.67;0.20
SYNCOPE;9;0.39;0.50;0.04;Naive Bayes;Best First;Undersampling;12.00;41.00;492.00;13.00;0.23;0.48;0.78;0.26
SYNCOPE;10;0.36;0.50;0.04;Naive Bayes;Best First;Undersampling;14.00;43.00;663.00;16.00;0.25;0.47;0.79;0.28
SYNCOPE;11;0.39;0.50;0.04;Naive Bayes;Best First;Undersampling;1.00;2.00;710.00;26.00;0.33;0.04;0.68;0.06
SYNCOPE;12;0.42;0.50;0.45;Naive Bayes;Best First;Undersampling;13.00;0.00;408.00;322.00;1.00;0.04;0.56;0.04
SYNCOPE;13;0.62;0.50;0.60;Naive Bayes;Best First;Undersampling;423.00;291.00;6.00;28.00;0.59;0.94;0.55;-0.05
SYNCOPE;14;0.73;0.50;0.64;Naive Bayes;Best First;Undersampling;487.00;267.00;5.00;2.00;0.65;1.00;0.92;0.02
SYNCOPE;15;0.80;0.50;0.04;Naive Bayes;Best First;Undersampling;31.00;723.00;7.00;0.00;0.04;1.00;0.69;0.00
SYNCOPE;16;0.85;0.50;0.03;Naive Bayes;Best First;Undersampling;13.00;378.00;168.00;1.00;0.03;0.93;0.81;0.02
SYNCOPE;17;0.81;0.50;0.64;Naive Bayes;Best First;Undersampling;53.00;3.00;269.00;438.00;0.95;0.11;0.57;0.07
SYNCOPE;18;0.84;0.50;0.62;Naive Bayes;Best First;Undersampling;436.00;126.00;167.00;34.00;0.78;0.93;0.81;0.53
SYNCOPE;19;0.85;0.50;0.81;Naive Bayes;Best First;Undersampling;562.00;4.00;165.00;142.00;0.99;0.80;0.97;0.59
SYNCOPE;20;0.88;0.50;0.82;Naive Bayes;Best First;Undersampling;59.00;0.00;165.00;669.00;1.00;0.08;1.00;0.03
SYNCOPE;21;0.90;0.50;0.13;Naive Bayes;Best First;Undersampling;89.00;645.00;136.00;29.00;0.12;0.75;0.57;-0.02
SYNCOPE;22;0.90;0.50;1.00;Naive Bayes;Best First;Undersampling;129.00;0.00;0.00;771.00;1.00;0.14;0.00;0.00
SYNCOPE;23;0.92;0.50;0.99;Naive Bayes;Best First;Undersampling;889.00;13.00;0.00;0.00;0.99;1.00;1.00;0.00
SYNCOPE;24;0.93;0.50;0.99;Naive Bayes;Best First;Undersampling;891.00;0.00;5.00;8.00;1.00;0.99;1.00;0.55
SYNCOPE;25;0.94;0.50;1.00;Naive Bayes;Best First;Undersampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;26;0.94;0.50;0.03;Naive Bayes;Best First;Undersampling;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;27;0.91;0.50;0.01;Naive Bayes;Best First;Undersampling;12.00;1376.00;50.00;0.00;0.01;1.00;0.54;0.00
SYNCOPE;28;0.94;0.50;0.00;Naive Bayes;Best First;Undersampling;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.91;0.50;0.00;Naive Bayes;Best First;Undersampling;0.00;0.00;1570.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.94;0.50;0.00;Naive Bayes;Best First;Undersampling;0.00;0.00;915.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;31;0.90;0.50;0.01;Naive Bayes;Best First;Undersampling;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;166.29;188.29;382.68;83.87;0.44;0.65;0.63;0.13
;
SYNCOPE;1;0.50;0.00;0.00;Naive Bayes;Best First;smote;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;Naive Bayes;Best First;smote;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;Naive Bayes;Best First;smote;0.00;0.00;549.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.00;0.01;Naive Bayes;Best First;smote;0.00;0.00;546.00;4.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;Naive Bayes;Best First;smote;5.00;4.00;477.00;66.00;0.56;0.07;0.60;0.10
SYNCOPE;6;0.86;0.02;0.07;Naive Bayes;Best First;smote;38.00;335.00;186.00;0.00;0.10;1.00;0.91;0.07
SYNCOPE;7;0.87;0.03;0.07;Naive Bayes;Best First;smote;13.00;8.00;513.00;25.00;0.62;0.34;0.82;0.41
SYNCOPE;8;0.86;0.04;0.04;Naive Bayes;Best First;smote;6.00;21.00;687.00;21.00;0.22;0.22;0.75;0.19
SYNCOPE;9;0.90;0.04;0.04;Naive Bayes;Best First;smote;4.00;13.00;520.00;21.00;0.24;0.16;0.75;0.16
SYNCOPE;10;0.89;0.04;0.04;Naive Bayes;Best First;smote;8.00;31.00;675.00;22.00;0.21;0.27;0.78;0.19
SYNCOPE;11;0.90;0.04;0.04;Naive Bayes;Best First;smote;1.00;11.00;701.00;26.00;0.08;0.04;0.51;0.03
SYNCOPE;12;0.91;0.04;0.45;Naive Bayes;Best First;smote;0.00;0.00;408.00;335.00;0.00;0.00;0.00;0.00
SYNCOPE;13;0.91;0.08;0.60;Naive Bayes;Best First;smote;270.00;10.00;287.00;181.00;0.96;0.60;0.76;0.51
SYNCOPE;14;0.92;0.12;0.64;Naive Bayes;Best First;smote;487.00;264.00;8.00;2.00;0.65;1.00;0.92;0.03
SYNCOPE;15;0.93;0.16;0.04;Naive Bayes;Best First;smote;31.00;720.00;10.00;0.00;0.04;1.00;0.69;0.00
SYNCOPE;16;0.95;0.15;0.03;Naive Bayes;Best First;smote;2.00;21.00;525.00;12.00;0.09;0.14;0.80;0.08
SYNCOPE;17;0.93;0.15;0.64;Naive Bayes;Best First;smote;25.00;2.00;270.00;466.00;0.93;0.05;0.58;0.03
SYNCOPE;18;0.94;0.18;0.62;Naive Bayes;Best First;smote;63.00;5.00;288.00;407.00;0.93;0.13;0.87;0.09
SYNCOPE;19;0.93;0.21;0.81;Naive Bayes;Best First;smote;54.00;1.00;168.00;650.00;0.98;0.08;0.96;0.03
SYNCOPE;20;0.94;0.25;0.82;Naive Bayes;Best First;smote;62.00;1.00;164.00;666.00;0.98;0.09;0.99;0.03
SYNCOPE;21;0.94;0.28;0.13;Naive Bayes;Best First;smote;24.00;54.00;727.00;94.00;0.31;0.20;0.57;0.16
SYNCOPE;22;0.94;0.27;1.00;Naive Bayes;Best First;smote;69.00;0.00;0.00;831.00;1.00;0.08;0.00;0.00
SYNCOPE;23;0.95;0.32;0.99;Naive Bayes;Best First;smote;889.00;13.00;0.00;0.00;0.99;1.00;1.00;0.00
SYNCOPE;24;0.95;0.35;0.99;Naive Bayes;Best First;smote;891.00;0.00;5.00;8.00;1.00;0.99;1.00;0.55
SYNCOPE;25;0.95;0.38;1.00;Naive Bayes;Best First;smote;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;26;0.95;0.41;0.03;Naive Bayes;Best First;smote;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;27;0.93;0.40;0.01;Naive Bayes;Best First;smote;12.00;1376.00;50.00;0.00;0.01;1.00;0.49;0.00
SYNCOPE;28;0.96;0.37;0.00;Naive Bayes;Best First;smote;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.93;0.35;0.00;Naive Bayes;Best First;smote;0.00;0.00;1570.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.96;0.33;0.00;Naive Bayes;Best First;smote;0.00;0.00;915.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;31;0.94;0.32;0.01;Naive Bayes;Best First;smote;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;125.26;121.90;449.06;124.90;0.45;0.40;0.52;0.12
;
SYNCOPE;1;0.50;0.00;0.00;IBk;no feature selection;no resample;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;no feature selection;no resample;1.00;0.00;548.00;0.00;1.00;1.00;1.00;1.00
SYNCOPE;3;0.75;0.00;0.00;IBk;no feature selection;no resample;1.00;1.00;548.00;0.00;0.50;1.00;1.00;0.67
SYNCOPE;4;0.80;0.00;0.01;IBk;no feature selection;no resample;0.00;0.00;546.00;4.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;IBk;no feature selection;no resample;1.00;2.00;479.00;70.00;0.33;0.01;0.62;0.02
SYNCOPE;6;0.86;0.02;0.07;IBk;no feature selection;no resample;5.00;40.00;481.00;33.00;0.11;0.13;0.64;0.05
SYNCOPE;7;0.87;0.03;0.07;IBk;no feature selection;no resample;2.00;8.00;513.00;36.00;0.20;0.05;0.67;0.06
SYNCOPE;8;0.86;0.04;0.04;IBk;no feature selection;no resample;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.90;0.04;0.04;IBk;no feature selection;no resample;1.00;3.00;530.00;24.00;0.25;0.04;0.55;0.06
SYNCOPE;10;0.89;0.04;0.04;IBk;no feature selection;no resample;6.00;18.00;688.00;24.00;0.25;0.20;0.65;0.19
SYNCOPE;11;0.90;0.04;0.04;IBk;no feature selection;no resample;2.00;0.00;712.00;25.00;1.00;0.07;0.64;0.13
SYNCOPE;12;0.91;0.04;0.45;IBk;no feature selection;no resample;2.00;0.00;408.00;333.00;1.00;0.01;0.54;0.01
SYNCOPE;13;0.91;0.08;0.60;IBk;no feature selection;no resample;220.00;4.00;293.00;231.00;0.98;0.49;0.74;0.42
SYNCOPE;14;0.92;0.12;0.64;IBk;no feature selection;no resample;425.00;41.00;231.00;64.00;0.91;0.87;0.86;0.71
SYNCOPE;15;0.93;0.16;0.04;IBk;no feature selection;no resample;31.00;456.00;274.00;0.00;0.06;1.00;0.69;0.05
SYNCOPE;16;0.95;0.15;0.03;IBk;no feature selection;no resample;0.00;6.00;540.00;14.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.93;0.15;0.64;IBk;no feature selection;no resample;1.00;0.00;272.00;490.00;1.00;0.00;0.61;0.00
SYNCOPE;18;0.94;0.18;0.62;IBk;no feature selection;no resample;21.00;12.00;281.00;449.00;0.64;0.04;0.61;0.00
SYNCOPE;19;0.93;0.21;0.81;IBk;no feature selection;no resample;619.00;3.00;166.00;85.00;1.00;0.88;0.96;0.73
SYNCOPE;20;0.94;0.25;0.82;IBk;no feature selection;no resample;701.00;14.00;151.00;27.00;0.98;0.96;0.94;0.85
SYNCOPE;21;0.94;0.28;0.13;IBk;no feature selection;no resample;90.00;647.00;134.00;28.00;0.12;0.76;0.43;-0.02
SYNCOPE;22;0.94;0.27;1.00;IBk;no feature selection;no resample;316.00;0.00;0.00;584.00;1.00;0.35;0.00;0.00
SYNCOPE;23;0.95;0.32;0.99;IBk;no feature selection;no resample;887.00;13.00;0.00;2.00;0.99;1.00;0.27;-0.00
SYNCOPE;24;0.95;0.35;0.99;IBk;no feature selection;no resample;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;25;0.95;0.38;1.00;IBk;no feature selection;no resample;906.00;1.00;3.00;1.00;1.00;1.00;0.88;0.75
SYNCOPE;26;0.95;0.41;0.03;IBk;no feature selection;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.45;0.00
SYNCOPE;27;0.93;0.40;0.01;IBk;no feature selection;no resample;2.00;240.00;1186.00;10.00;0.01;0.17;0.50;-0.00
SYNCOPE;28;0.96;0.37;0.00;IBk;no feature selection;no resample;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.93;0.35;0.00;IBk;no feature selection;no resample;0.00;15.00;1555.00;7.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.96;0.33;0.00;IBk;no feature selection;no resample;0.00;2.00;913.00;0.00;0.00;0.00;0.00;0.00
SYNCOPE;31;0.94;0.32;0.01;IBk;no feature selection;no resample;0.00;0.00;1658.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;166.23;77.90;493.06;83.94;0.50;0.42;0.49;0.20
;
SYNCOPE;1;0.67;0.50;0.00;IBk;no feature selection;Oversampling;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;IBk;no feature selection;Oversampling;1.00;0.00;548.00;0.00;1.00;1.00;1.00;1.00
SYNCOPE;3;0.86;0.50;0.00;IBk;no feature selection;Oversampling;1.00;1.00;548.00;0.00;0.50;1.00;1.00;0.67
SYNCOPE;4;0.89;0.50;0.01;IBk;no feature selection;Oversampling;0.00;0.00;546.00;4.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.91;0.50;0.13;IBk;no feature selection;Oversampling;1.00;5.00;476.00;70.00;0.17;0.01;0.58;0.01
SYNCOPE;6;0.92;0.50;0.07;IBk;no feature selection;Oversampling;6.00;52.00;469.00;32.00;0.10;0.16;0.70;0.05
SYNCOPE;7;0.93;0.50;0.07;IBk;no feature selection;Oversampling;6.00;11.00;510.00;32.00;0.35;0.16;0.68;0.18
SYNCOPE;8;0.92;0.50;0.04;IBk;no feature selection;Oversampling;2.00;0.00;708.00;25.00;1.00;0.07;0.57;0.13
SYNCOPE;9;0.95;0.50;0.04;IBk;no feature selection;Oversampling;1.00;3.00;530.00;24.00;0.25;0.04;0.52;0.06
SYNCOPE;10;0.94;0.50;0.04;IBk;no feature selection;Oversampling;7.00;26.00;680.00;23.00;0.21;0.23;0.65;0.19
SYNCOPE;11;0.94;0.50;0.04;IBk;no feature selection;Oversampling;2.00;0.00;712.00;25.00;1.00;0.07;0.66;0.13
SYNCOPE;12;0.95;0.50;0.45;IBk;no feature selection;Oversampling;2.00;1.00;407.00;333.00;0.67;0.01;0.56;0.00
SYNCOPE;13;0.95;0.50;0.60;IBk;no feature selection;Oversampling;223.00;6.00;291.00;228.00;0.97;0.49;0.78;0.42
SYNCOPE;14;0.95;0.50;0.64;IBk;no feature selection;Oversampling;426.00;46.00;226.00;63.00;0.90;0.87;0.86;0.69
SYNCOPE;15;0.95;0.50;0.04;IBk;no feature selection;Oversampling;31.00;458.00;272.00;0.00;0.06;1.00;0.59;0.05
SYNCOPE;16;0.97;0.50;0.03;IBk;no feature selection;Oversampling;0.00;18.00;528.00;14.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.96;0.50;0.64;IBk;no feature selection;Oversampling;1.00;0.00;272.00;490.00;1.00;0.00;0.56;0.00
SYNCOPE;18;0.96;0.50;0.62;IBk;no feature selection;Oversampling;30.00;19.00;274.00;440.00;0.61;0.06;0.60;-0.00
SYNCOPE;19;0.96;0.50;0.81;IBk;no feature selection;Oversampling;624.00;10.00;159.00;80.00;0.98;0.89;0.96;0.71
SYNCOPE;20;0.96;0.50;0.82;IBk;no feature selection;Oversampling;702.00;31.00;134.00;26.00;0.96;0.96;0.92;0.79
SYNCOPE;21;0.96;0.50;0.13;IBk;no feature selection;Oversampling;91.00;654.00;127.00;27.00;0.12;0.77;0.43;-0.02
SYNCOPE;22;0.96;0.50;1.00;IBk;no feature selection;Oversampling;391.00;0.00;0.00;509.00;1.00;0.43;0.00;0.00
SYNCOPE;23;0.96;0.50;0.99;IBk;no feature selection;Oversampling;858.00;13.00;0.00;31.00;0.99;0.97;0.32;-0.02
SYNCOPE;24;0.96;0.50;0.99;IBk;no feature selection;Oversampling;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;25;0.96;0.50;1.00;IBk;no feature selection;Oversampling;906.00;1.00;3.00;1.00;1.00;1.00;0.77;0.75
SYNCOPE;26;0.96;0.50;0.03;IBk;no feature selection;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.52;0.00
SYNCOPE;27;0.94;0.50;0.01;IBk;no feature selection;Oversampling;2.00;236.00;1190.00;10.00;0.01;0.17;0.50;0.00
SYNCOPE;28;0.97;0.50;0.00;IBk;no feature selection;Oversampling;0.00;0.00;914.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.00;IBk;no feature selection;Oversampling;2.00;261.00;1309.00;5.00;0.01;0.29;0.68;0.01
SYNCOPE;30;0.97;0.50;0.00;IBk;no feature selection;Oversampling;0.00;2.00;913.00;0.00;0.00;0.00;0.00;0.00
SYNCOPE;31;0.95;0.50;0.01;IBk;no feature selection;Oversampling;0.00;1.00;1657.00;24.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;168.68;88.52;482.45;81.48;0.51;0.44;0.53;0.20
;
SYNCOPE;1;0.00;0.50;0.00;IBk;no feature selection;Undersampling;0.00;0.00;548.00;1.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;IBk;no feature selection;Undersampling;1.00;128.00;420.00;0.00;0.01;1.00;0.88;0.01
SYNCOPE;3;0.01;0.50;0.00;IBk;no feature selection;Undersampling;1.00;129.00;420.00;0.00;0.01;1.00;0.88;0.01
SYNCOPE;4;0.01;0.50;0.01;IBk;no feature selection;Undersampling;4.00;129.00;417.00;0.00;0.03;1.00;0.90;0.04
SYNCOPE;5;0.03;0.50;0.13;IBk;no feature selection;Undersampling;33.00;76.00;405.00;38.00;0.30;0.46;0.65;0.25
SYNCOPE;6;0.22;0.50;0.07;IBk;no feature selection;Undersampling;33.00;282.00;239.00;5.00;0.10;0.87;0.67;0.07
SYNCOPE;7;0.30;0.50;0.07;IBk;no feature selection;Undersampling;20.00;224.00;297.00;18.00;0.08;0.53;0.59;0.03
SYNCOPE;8;0.30;0.50;0.04;IBk;no feature selection;Undersampling;2.00;1.00;707.00;25.00;0.67;0.07;0.54;0.13
SYNCOPE;9;0.39;0.50;0.04;IBk;no feature selection;Undersampling;3.00;99.00;434.00;22.00;0.03;0.12;0.49;-0.03
SYNCOPE;10;0.36;0.50;0.04;IBk;no feature selection;Undersampling;23.00;241.00;465.00;7.00;0.09;0.77;0.71;0.09
